EIA_ID,plant,state,gauge_id,gauge_source,data_type,data_type_id,timestep,units,notes,update_flag
52155,Lacomb Irrigation District,OR,,,,,,,NA;  no gauge,0
54017,San Gabriel Hydro Project,CA,,,,,,,NA; no gauge,0
54142,Hillcrest Pump Station,CO,,,,,,,NA;  no gauge,0
54267,Koma Kulshan,WA,,,,,,,NA;  no gauge,0
54308,Three Forks Water Power Project,CA,,,,,,,NA; no gauge,0
54394,Dry Creek Project,ID,,,,,,,NA;  no gauge,0
54514,Blind Canyon Hydro,ID,,,,,,,NA;  no gauge,0
54652,Mirror Lake,WA,,,,,,,NA;  no gauge,0
54674,Ford Hydro LP,ID,,,,,,,NA; no gauge,0
54680,Betasso,CO,,,,,,,NA; no gauge,0
54753,Lateral No. 10,ID,,,,,,,NA; no gauge,0
54860,Black Creek,WA,,,,,,,NA; no gauge,0
55009,Montgomery Creek Hydro,CA,,,,,,,NA; no gauge,0
55931,Boulder City Silver Lake Hydro,CO,,,,,,,NA; no gauge,0
56125,Springville Hydroelectric,CA,,,,,,,NA; no gauge; on MWD network,0
56498,Mora Drop Hydroelectric Project,ID,,,,,,,NA; no gauge,0
56615,Rancho Penasquitos,CA,,,,,,,NA; no gauge; on MWD network,0
56694,Russell D Smith,WA,,,,,,,"NA; no gauge; CBP has data, but not accessible",0
56695,Summer Falls Power Plant,WA,,,,,,,"NA; no gauge; CBP has data, but not accessible",0
56696,Eltopia Branch Canal 4.6,WA,,,,,,,"NA; no gauge; CBP has data, but not accessible",0
56697,Potholes East Canal 66.0,WA,,,,,,,"NA; no gauge; CBP has data, but not accessible",0
56698,Dry Falls Dam (Main Canal Headworks),WA,,,,,,,"NA; no gauge; CBP has data, but not accessible",0
57763,Youngs Creek,WA,,,,,,,NA; no gauge,0
57854,North Hollywood,CA,,,,,,,NA; no gauge; on MWD network,0
58120,Lower South Fork Irrigation Project,MT,,,,,,,NA; no gauge; on canal,0
58384,Fargo No. 1,ID,,,,,,,NA; no gauge; on canal,0
59428,Baker Creek Diversion,CA,,,,,,,NA; no gauge,0
60418,Calligan Creek,WA,,,,,,,NA; no gauge,0
60517,Hancock Creek,WA,,,,,,,NA; no gauge,0
61688,North Gooding Main Hydroelectric Project,ID,,,,,,,NA; no gauge; on canal,0
64607,MC6 Hydro Facility,ID,,,,,,,NA; no gauge; on canal,0
65033,Kings River Syphon,CA,,,,,,,NA; no gauge; on OCID canal,0
2,Bankhead,AL,,,,,,,NA,NA
4,Walter Bouldin Dam,AL,,,,,,,NA,NA
11,H Neely Henry Dam,AL,,,,,,,NA,NA
12,Holt,AL,,,,,,,NA,NA
13,Jordan Dam,AL,,,,,,,NA,NA
14,Logan Martin Dam,AL,,,,,,,NA,NA
15,Lay Dam,AL,,,,,,,NA,NA
16,Martin Dam,AL,,,,,,,NA,NA
17,Mitchell,AL,,,,,,,NA,NA
18,Lewis Smith,AL,,,,,,,NA,NA
19,Thurlow Dam,AL,,,,,,,NA,NA
20,Weiss Dam,AL,,,,,,,NA,NA
21,Yates Dam,AL,,,,,,,NA,NA
38,Millers Ferry,AL,,,,,,,NA,NA
48,Guntersville,AL,,,,,,,NA,NA
49,Wheeler Dam,AL,,,,,,,NA,NA
53,Gantt,AL,,,,,,,NA,NA
55,Point A,AL,,,,,,,NA,NA
88,Ashokan,NY,,,,,,,NA,NA
166,Carpenter,AR,,,,,,,NA,NA
174,Remmel,AR,,,,,,,NA,NA
182,Beaver,AR,,,,,,,NA,NA
187,Degray,AR,,,,,,,NA,NA
188,Greers Ferry Lake,AR,,,,,,,NA,NA
195,Narrows,AR,,,,,,,NA,NA
196,Norfork,AR,,,,,,,NA,NA
197,Blakely Mountain,AR,,,,,,,NA,NA
198,Bull Shoals,AR,,,,,,,NA,NA
199,Dardanelle,AR,,,,,,,NA,NA
347,Black Brook Dam,WI,,,,,,,NA,NA
378,Prairie River,MN,,,,,,,NA,NA
541,Bulls Bridge,CT,,,,,,,NA,NA
551,Scotland Dam,CT,,,,,,,NA,NA
552,Shepaug,CT,,,,,,,NA,NA
553,Stevenson,CT,,,,,,,NA,NA
554,Taftville,CT,,,,,,,NA,NA
557,Tunnel,CT,,,,,,,NA,NA
559,Rainbow,CT,,,,,,,NA,NA
560,Falls Village,CT,,,,,,,NA,NA
579,High Falls,NY,,,,,,,NA,NA
580,Second Street,CT,,,,,,,NA,NA
582,Occum,CT,,,,,,,NA,NA
583,Tenth Street,CT,,,,,,,NA,NA
625,Upper Mechanicville,NY,,,,,,,NA,NA
678,Green River,VT,,,,,,,NA,NA
690,J Woodruff,FL,,,,,,,NA,NA
702,Bartletts Ferry,GA,,,,,,,NA,NA
704,Burton,GA,,,,,,,NA,NA
706,Flint River,GA,,,,,,,NA,NA
707,Goat Rock,GA,,,,,,,NA,NA
712,Lloyd Shoals,GA,,,,,,,NA,NA
717,Morgan Falls,GA,,,,,,,NA,NA
718,Nacoochee,GA,,,,,,,NA,NA
719,North Highlands,GA,,,,,,,NA,NA
720,Oliver,GA,,,,,,,NA,NA
721,Riverview,GA,,,,,,,NA,NA
722,Sinclair,GA,,,,,,,NA,NA
723,Tallulah Falls,GA,,,,,,,NA,NA
724,Terrora,GA,,,,,,,NA,NA
725,Tugalo,GA,,,,,,,NA,NA
729,Yonah,GA,,,,,,,NA,NA
736,Stevens Creek,GA,,,,,,,NA,NA
752,Lake Blackshear,GA,,,,,,,NA,NA
754,Hartwell Lake,GA,,,,,,,NA,NA
757,Blue Ridge,GA,,,,,,,NA,NA
758,Nottely,GA,,,,,,,NA,NA
759,Buford,GA,,,,,,,NA,NA
760,Allatoona,GA,,,,,,,NA,NA
761,Walter F George,GA,,,,,,,NA,NA
785,Kingsley,NE,,,,,,,NA,NA
788,East Barnet,VT,,,,,,,NA,NA
791,Canyon,TX,,,,,,,NA,NA
794,Lewisville,TX,,,,,,,NA,NA
805,Charles E Monty,ME,,,,,,,NA,NA
808,Jarvis (Hinckley),NY,,,,,,,NA,NA
899,Moline,IL,,,,,,,NA,NA
903,Rockton,IL,,,,,,,NA,NA
955,Peru,IL,,,,,,,NA,NA
986,Elkhart,IN,,,,,,,NA,NA
989,Twin Branch,IN,,,,,,,NA,NA
998,Norway,IN,,,,,,,NA,NA
999,Oakdale,IN,,,,,,,NA,NA
1005,Markland,IN,,,,,,,NA,NA
1053,Anamosa,IA,,,,,,,NA,NA
1065,Iowa Falls,IA,,,,,,,NA,NA
1067,Maquoketa,IA,,,,,,,NA,NA
1109,Keokuk,IA,,,,,,,NA,NA
1173,Ottumwa,IA,,,,,,,NA,NA
1196,East Hydro,IA,,,,,,,NA,NA
1354,Dix Dam,KY,,,,,,,NA,NA
1359,Mother Ann Lee,KY,,,,,,,NA,NA
1365,Ohio Falls,KY,,,,,,,NA,NA
1371,Barkley,KY,,,,,,,NA,NA
1377,Kentucky Dam,KY,,,,,,,NA,NA
1380,Wolf Creek,KY,,,,,,,NA,NA
1469,PPL Ellsworth Hydro Station,ME,,,,,,,NA,NA
1475,PPL Milford Hydro Station,ME,,,,,,,NA,NA
1478,Stillwater Hydro Station,ME,,,,,,,NA,NA
1482,Bonny Eagle,ME,,,,,,,NA,NA
1483,Brunswick,ME,,,,,,,NA,NA
1486,Cataract,ME,,,,,,,NA,NA
1488,Deer Rips,ME,,,,,,,NA,NA
1491,Gulf Island,ME,,,,,,,NA,NA
1492,Indian Pond,ME,,,,,,,NA,NA
1493,Hiram,ME,,,,,,,NA,NA
1497,Oakland,ME,,,,,,,NA,NA
1498,Rice Rips,ME,,,,,,,NA,NA
1500,Union Gas,ME,,,,,,,NA,NA
1501,North Gorham,ME,,,,,,,NA,NA
1504,Shawmut,ME,,,,,,,NA,NA
1505,Skelton,ME,,,,,,,NA,NA
1508,West Buxton,ME,,,,,,,NA,NA
1509,Weston,ME,,,,,,,NA,NA
1510,Williams,ME,,,,,,,NA,NA
1511,Wyman Hydro,ME,,,,,,,NA,NA
1516,Squa Pan Hydro Station,ME,,,,,,,NA,NA
1567,Deep Creek,MD,,,,,,,NA,NA
1574,Conowingo,MD,,,,,,,NA,NA
1602,Beebe Holbrook,MA,,,,,,,NA,NA
1603,Boatlock,MA,,,,,,,NA,NA
1604,Chemical,MA,,,,,,,NA,NA
1605,Hadley Falls,MA,,,,,,,NA,NA
1607,Riverside,MA,,,,,,,NA,NA
1608,Skinner,MA,,,,,,,NA,NA
1620,Deerfield No. 5,MA,,,,,,,NA,NA
1629,Cabot,MA,,,,,,,NA,NA
1630,Cobble Mountain,MA,,,,,,,NA,NA
1634,Gardners Falls,MA,,,,,,,NA,NA
1637,Putts Bridge,MA,,,,,,,NA,NA
1638,Redbridge,MA,,,,,,,NA,NA
1693,Alcona,MI,,,,,,,NA,NA
1694,Calkins Bridge,MI,,,,,,,NA,NA
1698,Tippy,MI,,,,,,,NA,NA
1700,Cooke,MI,,,,,,,NA,NA
1701,Croton,MI,,,,,,,NA,NA
1704,Five Channels,MI,,,,,,,NA,NA
1705,Foote,MI,,,,,,,NA,NA
1707,Hardy,MI,,,,,,,NA,NA
1708,Hodenpyl,MI,,,,,,,NA,NA
1712,Loud,MI,,,,,,,NA,NA
1714,Mio,MI,,,,,,,NA,NA
1716,Rogers,MI,,,,,,,NA,NA
1722,Webber,MI,,,,,,,NA,NA
1751,Edison Sault,MI,,,,,,,NA,NA
1753,Berrien Springs,MI,,,,,,,NA,NA
1754,Buchanan,MI,,,,,,,NA,NA
1756,Saxon Falls,MI,,,,,,,NA,NA
1757,Superior Falls,MI,,,,,,,NA,NA
1760,Constantine,MI,,,,,,,NA,NA
1761,Mottville,MI,,,,,,,NA,NA
1771,Escanaba No 1,MI,,,,,,,NA,NA
1773,Prickett,MI,,,,,,,NA,NA
1774,Victoria,MI,,,,,,,NA,NA
1775,Brule,WI,,,,,,,NA,NA
1776,Chalk Hill,MI,,,,,,,NA,NA
1777,Hemlock Falls,MI,,,,,,,NA,NA
1778,Kingsford,MI,,,,,,,NA,NA
1779,Lower Paint,MI,,,,,,,NA,NA
1780,Michigamme Falls,MI,,,,,,,NA,NA
1781,Peavy Falls,MI,,,,,,,NA,NA
1785,Way Dam,MI,,,,,,,NA,NA
1786,White Rapids,MI,,,,,,,NA,NA
1787,Grand Rapids,MI,,,,,,,NA,NA
1821,Crystal Falls,MI,,,,,,,NA,NA
1828,Hart Lake,MI,,,,,,,NA,NA
1833,Moores Park,MI,,,,,,,NA,NA
1839,Tourist Park,MI,,,,,,,NA,NA
1842,Marquette,MI,,,,,,,NA,NA
1844,Marshall,MI,,,,,,,NA,NA
1848,Sturgeon Falls,MI,,,,,,,NA,NA
1852,St Louis,MI,,,,,,,NA,NA
1856,Sturgis,MI,,,,,,,NA,NA
1863,Riley,MI,,,,,,,NA,NA
1865,Saint Marys Falls,MI,,,,,,,NA,NA
1871,Kleber,MI,,,,,,,NA,NA
1892,Blanchard,MN,,,,,,,NA,NA
1894,Fond Du Lac,MN,,,,,,,NA,NA
1895,Knife Falls,MN,,,,,,,NA,NA
1896,Little Falls,MN,,,,,,,NA,NA
1898,Pillager,MN,,,,,,,NA,NA
1899,Scanlon,MN,,,,,,,NA,NA
1900,Sylvan,MN,,,,,,,NA,NA
1901,Thomson,MN,,,,,,,NA,NA
1902,Winton,MN,,,,,,,NA,NA
1911,Hennepin Island,MN,,,,,,,NA,NA
1938,Bemidji Hydro,MN,,,,,,,NA,NA
1941,Dayton Hollow,MN,,,,,,,NA,NA
1943,Hoot Lake,MN,,,,,,,NA,NA
1947,Pisgah,MN,,,,,,,NA,NA
1949,Wright,MN,,,,,,,NA,NA
1977,Granite Falls,MN,,,,,,,NA,NA
1987,Lanesboro,MN,,,,,,,NA,NA
2007,Rochester Hydro,MN,,,,,,,NA,NA
2009,Redwood Falls,MN,,,,,,,NA,NA
2014,Thief River Falls,MN,,,,,,,NA,NA
2099,Niangua,MO,,,,,,,NA,NA
2106,Osage,MO,,,,,,,NA,NA
2124,Stockton,MO,,,,,,,NA,NA
2166,Table Rock,MO,,,,,,,NA,NA
2227,Jeffrey,NE,,,,,,,NA,NA
2228,Johnson 1,NE,,,,,,,NA,NA
2229,Johnson 2,NE,,,,,,,NA,NA
2260,Columbus,NE,,,,,,,NA,NA
2268,Kearney,NE,,,,,,,NA,NA
2273,Monroe,NE,,,,,,,NA,NA
2274,North Platte,NE,,,,,,,NA,NA
2303,Spalding,NE,,,,,,,NA,NA
2349,Comerford,NH,,,,,,,NA,NA
2351,S C Moore,NH,,,,,,,NA,NA
2352,Vernon,NH,,,,,,,NA,NA
2353,Wilder,NH,,,,,,,NA,NA
2354,Amoskeag,NH,,,,,,,NA,NA
2355,Ayers Island,NH,,,,,,,NA,NA
2356,Eastman Falls,NH,,,,,,,NA,NA
2357,Garvins Falls,NH,,,,,,,NA,NA
2358,Gorham,NH,,,,,,,NA,NA
2359,Hooksett,NH,,,,,,,NA,NA
2360,Jackman,NH,,,,,,,NA,NA
2368,Smith,NH,,,,,,,NA,NA
2481,Dashville,NY,,,,,,,NA,NA
2483,Neversink,NY,,,,,,,NA,NA
2486,Sturgeon,NY,,,,,,,NA,NA
2522,Cadyville,NY,,,,,,,NA,NA
2530,High Falls,NY,,,,,,,NA,NA
2532,Kent Falls,NY,,,,,,,NA,NA
2540,Allens Falls,NY,,,,,,,NA,NA
2543,Beardslee,NY,,,,,,,NA,NA
2544,Belfort,NY,,,,,,,NA,NA
2545,Bennetts Bridge,NY,,,,,,,NA,NA
2546,Black River,NY,,,,,,,NA,NA
2547,Blake,NY,,,,,,,NA,NA
2548,Browns Falls,NY,,,,,,,NA,NA
2550,Chasm,NY,,,,,,,NA,NA
2551,Colton,NY,,,,,,,NA,NA
2552,Deferiet,NY,,,,,,,NA,NA
2555,Eagle,NY,,,,,,,NA,NA
2556,Eel Weir,NY,,,,,,,NA,NA
2557,Effley,NY,,,,,,,NA,NA
2559,Elmer,NY,,,,,,,NA,NA
2560,Ephratah,NY,,,,,,,NA,NA
2561,East Norfolk,NY,,,,,,,NA,NA
2562,Five Falls,NY,,,,,,,NA,NA
2563,Flat Rock,NY,,,,,,,NA,NA
2564,Franklin,NY,,,,,,,NA,NA
2566,Fulton,NY,,,,,,,NA,NA
2568,Glenwood,NY,,,,,,,NA,NA
2569,Granby,NY,,,,,,,NA,NA
2571,Hannawa,NY,,,,,,,NA,NA
2572,Herrings,NY,,,,,,,NA,NA
2573,Heuvelton,NY,,,,,,,NA,NA
2574,High Dam,NY,,,,,,,NA,NA
2575,High Falls,NY,,,,,,,NA,NA
2576,Higley,NY,,,,,,,NA,NA
2578,Hydraulic Race,NY,,,,,,,NA,NA
2579,Inghams,NY,,,,,,,NA,NA
2580,Johnsonville,NY,,,,,,,NA,NA
2581,Kamargo,NY,,,,,,,NA,NA
2582,Lighthouse Hill,NY,,,,,,,NA,NA
2583,Macomb,NY,,,,,,,NA,NA
2586,Minetto,NY,,,,,,,NA,NA
2588,Moshier,NY,,,,,,,NA,NA
2590,Norfolk,NY,,,,,,,NA,NA
2591,Norwood,NY,,,,,,,NA,NA
2595,Oswego Falls East,NY,,,,,,,NA,NA
2596,Oswego Falls West,NY,,,,,,,NA,NA
2597,Parishville,NY,,,,,,,NA,NA
2598,Piercefield,NY,,,,,,,NA,NA
2599,Prospect,NY,,,,,,,NA,NA
2600,Rainbow,NY,,,,,,,NA,NA
2601,Raymondville,NY,,,,,,,NA,NA
2604,South Edwards,NY,,,,,,,NA,NA
2605,School Street,NY,,,,,,,NA,NA
2606,Schaghticoke,NY,,,,,,,NA,NA
2607,Schuylerville,NY,,,,,,,NA,NA
2608,Sewalls,NY,,,,,,,NA,NA
2609,Sherman Island,NY,,,,,,,NA,NA
2610,Soft Maple,NY,,,,,,,NA,NA
2611,South Colton,NY,,,,,,,NA,NA
2612,Spier Falls,NY,,,,,,,NA,NA
2613,Stark,NY,,,,,,,NA,NA
2614,Stewarts Bridge,NY,,,,,,,NA,NA
2616,Sugar Island,NY,,,,,,,NA,NA
2617,Taylorville,NY,,,,,,,NA,NA
2619,Trenton Falls,NY,,,,,,,NA,NA
2621,Varick,NY,,,,,,,NA,NA
2623,Waterport,NY,,,,,,,NA,NA
2624,Yaleville,NY,,,,,,,NA,NA
2627,Grahamsville,NY,,,,,,,NA,NA
2630,Mongaup,NY,,,,,,,NA,NA
2631,Rio,NY,,,,,,,NA,NA
2634,Swinging Bridge 2,NY,,,,,,,NA,NA
2638,Rochester 26,NY,,,,,,,NA,NA
2639,Rochester 2,NY,,,,,,,NA,NA
2641,Rochester 5,NY,,,,,,,NA,NA
2646,Wiscoy 170,NY,,,,,,,NA,NA
2685,Crescent,NY,,,,,,,NA,NA
2686,Vischer Ferry,NY,,,,,,,NA,NA
2693,Robert Moses Niagara,NY,,,,,,,NA,NA
2694,Robert Moses - St. Lawrence,NY,,,,,,,NA,NA
2700,Watertown,NY,,,,,,,NA,NA
2707,Blewett,NC,,,,,,,NA,NA
2710,Marshall,NC,,,,,,,NA,NA
2714,Tillery,NC,,,,,,,NA,NA
2715,Walters,NC,,,,,,,NA,NA
2719,Bridgewater,NC,,,,,,,NA,NA
2722,Cowans Ford,NC,,,,,,,NA,NA
2726,Lookout Shoals,NC,,,,,,,NA,NA
2728,Mountain Island,NC,,,,,,,NA,NA
2729,Oxford,NC,,,,,,,NA,NA
2730,Rhodhiss,NC,,,,,,,NA,NA
2735,Turner Shoals,NC,,,,,,,NA,NA
2736,Tuxedo,NC,,,,,,,NA,NA
2741,Bear Creek,NC,,,,,,,NA,NA
2742,Bryson,NC,,,,,,,NA,NA
2743,Cedar Cliff,NC,,,,,,,NA,NA
2745,Franklin,NC,,,,,,,NA,NA
2746,Mission,NC,,,,,,,NA,NA
2747,Nantahala,NC,,,,,,,NA,NA
2749,East Fork,NC,,,,,,,NA,NA
2750,Thorpe,NC,,,,,,,NA,NA
2751,Tuckasegee,NC,,,,,,,NA,NA
2756,Gaston,NC,,,,,,,NA,NA
2758,Roanoke Rapids,NC,,,,,,,NA,NA
2773,Lake Lure,NC,,,,,,,NA,NA
2778,Chatuge,NC,,,,,,,NA,NA
2779,Fontana Dam,NC,,,,,,,NA,NA
2780,Hiwassee Dam,NC,,,,,,,NA,NA
2815,Garrison,ND,,,,,,,NA,NA
2980,Markham Ferry,OK,,,,,,,NA,NA
2981,Pensacola,OK,,,,,,,NA,NA
2984,Keystone,OK,,,,,,,NA,NA
2985,Robert S Kerr,OK,,,,,,,NA,NA
2987,Webbers Falls,OK,,,,,,,NA,NA
3003,Fort Gibson,OK,,,,,,,NA,NA
3004,Tenkiller Ferry,OK,,,,,,,NA,NA
3117,York Haven,PA,,,,,,,NA,NA
3124,Piney,PA,,,,,,,NA,NA
3145,Holtwood,PA,,,,,,,NA,NA
3153,Wallenpaupack,PA,,,,,,,NA,NA
3175,Safe Harbor,PA,,,,,,,NA,NA
3253,Boyds Mill Hydro,SC,,,,,,,NA,NA
3254,Buzzard Roost,SC,,,,,,,NA,NA
3255,Cedar Creek,SC,,,,,,,NA,NA
3256,Dearborn,SC,,,,,,,NA,NA
3257,Fishing Creek,SC,,,,,,,NA,NA
3258,Gaston Shoals,SC,,,,,,,NA,NA
3259,Great Falls,SC,,,,,,,NA,NA
3261,Hollidays Bridge,SC,,,,,,,NA,NA
3267,Saluda,SC,,,,,,,NA,NA
3270,Wateree,SC,,,,,,,NA,NA
3271,Wylie,SC,,,,,,,NA,NA
3272,99 Islands,SC,,,,,,,NA,NA
3275,Lockhart,SC,,,,,,,NA,NA
3283,Columbia Canal,SC,,,,,,,NA,NA
3289,Neal Shoals,SC,,,,,,,NA,NA
3290,Parr,SC,,,,,,,NA,NA
3293,Saluda,SC,,,,,,,NA,NA
3305,Rocky River,SC,,,,,,,NA,NA
3319,Jefferies,SC,,,,,,,NA,NA
3321,Santee,SC,,,,,,,NA,NA
3323,J Strom Thurmond,SC,,,,,,,NA,NA
3356,Oahe,SD,,,,,,,NA,NA
3373,Fort Randall,SD,,,,,,,NA,NA
3375,Big Bend,SD,,,,,,,NA,NA
3394,Apalachia,TN,,,,,,,NA,NA
3395,Boone Dam,TN,,,,,,,NA,NA
3397,Cherokee Dam,TN,,,,,,,NA,NA
3398,Chickamauga,TN,,,,,,,NA,NA
3400,Douglas Dam,TN,,,,,,,NA,NA
3401,Fort Patrick Henry,TN,,,,,,,NA,NA
3402,Fort Loudoun,TN,,,,,,,NA,NA
3404,Great Falls,TN,,,,,,,NA,NA
3408,Melton Hill,TN,,,,,,,NA,NA
3409,Nickajack,TN,,,,,,,NA,NA
3411,Norris Dam,TN,,,,,,,NA,NA
3412,Ocoee 1,TN,,,,,,,NA,NA
3413,Ocoee 2,TN,,,,,,,NA,NA
3414,Ocoee 3,TN,,,,,,,NA,NA
3415,Pickwick Landing Dam,TN,,,,,,,NA,NA
3416,South Holston,TN,,,,,,,NA,NA
3417,Tims Ford,TN,,,,,,,NA,NA
3418,Watauga,TN,,,,,,,NA,NA
3420,Watts Bar Hydro,TN,,,,,,,NA,NA
3421,Wilbur,TN,,,,,,,NA,NA
3423,Cordell Hull,TN,,,,,,,NA,NA
3424,Dale Hollow,TN,,,,,,,NA,NA
3426,Old Hickory,TN,,,,,,,NA,NA
3428,J P Priest,TN,,,,,,,NA,NA
3437,Eagle Pass,TX,,,,,,,NA,NA
3581,Abbott TP 3,TX,,,,,,,NA,NA
3582,Dunlap TP 1,TX,,,,,,,NA,NA
3583,H 4,TX,,,,,,,NA,NA
3584,H 5,TX,,,,,,,NA,NA
3585,Nolte,TX,,,,,,,NA,NA
3586,TP 4,TX,,,,,,,NA,NA
3594,Austin,TX,,,,,,,NA,NA
3595,Buchanan,TX,,,,,,,NA,NA
3597,Granite Shoals,TX,,,,,,,NA,NA
3598,Inks,TX,,,,,,,NA,NA
3599,Marble Falls,TX,,,,,,,NA,NA
3600,Marshall Ford,TX,,,,,,,NA,NA
3707,Arnold Falls,VT,,,,,,,NA,NA
3709,Bradford,VT,,,,,,,NA,NA
3710,Cavendish,VT,,,,,,,NA,NA
3711,Clark Falls,VT,,,,,,,NA,NA
3712,Fairfax Falls,VT,,,,,,,NA,NA
3713,Gage,VT,,,,,,,NA,NA
3714,Glen,VT,,,,,,,NA,NA
3716,Lower Middlebury,VT,,,,,,,NA,NA
3717,Milton,VT,,,,,,,NA,NA
3718,Passumpsic,VT,,,,,,,NA,NA
3719,Patch,VT,,,,,,,NA,NA
3720,Peterson,VT,,,,,,,NA,NA
3721,Pierce Mills,VT,,,,,,,NA,NA
3722,Pittsford,VT,,,,,,,NA,NA
3724,Salisbury,VT,,,,,,,NA,NA
3725,Silver Lake,VT,,,,,,,NA,NA
3727,Taftsville,VT,,,,,,,NA,NA
3728,Weybridge,VT,,,,,,,NA,NA
3731,Newport,VT,,,,,,,NA,NA
3737,Essex Junction 19,VT,,,,,,,NA,NA
3739,Marshfield 6,VT,,,,,,,NA,NA
3740,Middlesex 2,VT,,,,,,,NA,NA
3743,West Danville 15,VT,,,,,,,NA,NA
3745,Bellows Falls,NH,,,,,,,NA,NA
3746,Harriman,VT,,,,,,,NA,NA
3750,Canaan,NH,,,,,,,NA,NA
3753,Barton Village,VT,,,,,,,NA,NA
3757,Kendall,VT,,,,,,,NA,NA
3762,Great Falls,VT,,,,,,,NA,NA
3763,Vail,VT,,,,,,,NA,NA
3764,Morrisville,VT,,,,,,,NA,NA
3765,Cadys Falls,VT,,,,,,,NA,NA
3772,Buck,VA,,,,,,,NA,NA
3773,Byllesby,VA,,,,,,,NA,NA
3774,Claytor,VA,,,,,,,NA,NA
3777,Leesville,VA,,,,,,,NA,NA
3778,Niagara,VA,,,,,,,NA,NA
3779,Reusens,VA,,,,,,,NA,NA
3780,Smith Mountain,VA,,,,,,,NA,NA
3789,Luray,VA,,,,,,,NA,NA
3790,Newport,VA,,,,,,,NA,NA
3798,Cushaw,VA,,,,,,,NA,NA
3821,Bedford,VA,,,,,,,NA,NA
3825,Pinnacles,VA,,,,,,,NA,NA
3826,Martinsville,VA,,,,,,,NA,NA
3827,Radford,VA,,,,,,,NA,NA
3833,John H Kerr,VA,,,,,,,NA,NA
3834,Philpott Lake,VA,,,,,,,NA,NA
3971,Biron,WI,,,,,,,NA,NA
3972,Du Bay,WI,,,,,,,NA,NA
3973,Stevens Point,WI,,,,,,,NA,NA
3974,Wisconsin Rapids,WI,,,,,,,NA,NA
3975,Whiting,WI,,,,,,,NA,NA
3983,Big Falls,WI,,,,,,,NA,NA
3985,Hayward Hydro,WI,,,,,,,NA,NA
3986,Ladysmith,WI,,,,,,,NA,NA
3988,Thornapple,WI,,,,,,,NA,NA
3989,White River,WI,,,,,,,NA,NA
3995,Arpin Dam,WI,,,,,,,NA,NA
3997,Winter,WI,,,,,,,NA,NA
3998,Cedar Falls,WI,,,,,,,NA,NA
4000,Chippewa Falls,WI,,,,,,,NA,NA
4002,Dells,WI,,,,,,,NA,NA
4007,Holcombe,WI,,,,,,,NA,NA
4008,Jim Falls,WI,,,,,,,NA,NA
4009,Menomonie,WI,,,,,,,NA,NA
4010,Riverdale,WI,,,,,,,NA,NA
4011,St Croix Falls,WI,,,,,,,NA,NA
4012,Trego,WI,,,,,,,NA,NA
4015,Wissota,WI,,,,,,,NA,NA
4018,Clam River,WI,,,,,,,NA,NA
4043,Appleton,WI,,,,,,,NA,NA
4044,Oconto Falls,WI,,,,,,,NA,NA
4045,Pine,WI,,,,,,,NA,NA
4053,Kilbourn,WI,,,,,,,NA,NA
4056,Prairie Du Sac,WI,,,,,,,NA,NA
4060,Alexander,WI,,,,,,,NA,NA
4061,Caldron Falls,WI,,,,,,,NA,NA
4063,Grandfather Falls,WI,,,,,,,NA,NA
4064,Hat Rapids,WI,,,,,,,NA,NA
4065,High Falls,WI,,,,,,,NA,NA
4066,Jersey,WI,,,,,,,NA,NA
4067,Johnson Falls,WI,,,,,,,NA,NA
4068,Merrill,WI,,,,,,,NA,NA
4069,Otter Rapids,WI,,,,,,,NA,NA
4070,Peshtigo,WI,,,,,,,NA,NA
4071,Potato Rapids,WI,,,,,,,NA,NA
4074,Sandstone Rapids,WI,,,,,,,NA,NA
4075,Tomahawk,WI,,,,,,,NA,NA
4077,Wausau,WI,,,,,,,NA,NA
4079,Castle Rock,WI,,,,,,,NA,NA
4080,Petenwell,WI,,,,,,,NA,NA
4102,Barron,WI,,,,,,,NA,NA
4104,Black River Falls,WI,,,,,,,NA,NA
4119,Little Chute,WI,,,,,,,NA,NA
4122,Rapide Croche,WI,,,,,,,NA,NA
4128,Merrillan,WI,,,,,,,NA,NA
4133,River Falls,WI,,,,,,,NA,NA
4134,Powell Falls,WI,,,,,,,NA,NA
4142,Flambeau,WI,,,,,,,NA,NA
4147,Stiles,WI,,,,,,,NA,NA
4201,Combined Locks,WI,,,,,,,NA,NA
4246,Village Plant,VT,,,,,,,NA,NA
4248,Elk Rapids,MI,,,,,,,NA,NA
4258,Greenup,OH,,,,,,,NA,NA
6006,Racine,OH,,,,,,,NA,NA
6012,Sherman,MA,,,,,,,NA,NA
6047,Deerfield No. 2,MA,,,,,,,NA,NA
6083,Deerfield No. 3,MA,,,,,,,NA,NA
6086,Cornell,WI,,,,,,,NA,NA
6087,Wallace Dam,GA,,,,,,,NA,NA
6119,Deerfield No. 4,MA,,,,,,,NA,NA
6128,Amistad Dam & Power,TX,,,,,,,NA,NA
6130,Carters,GA,,,,,,,NA,NA
6131,Jones Bluff,AL,,,,,,,NA,NA
6132,Richard B Russell,GA,,,,,,,NA,NA
6133,West Point,GA,,,,,,,NA,NA
6140,Clarence Cannon,MO,,,,,,,NA,NA
6142,Ozark,AR,,,,,,,NA,NA
6168,Lake Anna,VA,,,,,,,NA,NA
6171,Laurel,KY,,,,,,,NA,NA
6188,Harris,AL,,,,,,,NA,NA
