EIA_ID,plant,state,USGS_ID,USGS_ID_turbinerelease,USGS_ID_totalrelease,USGS_ID_update,notes,alt_ID_turbinerelease,alt_source_turbinerelease,alt_ID_totalrelease,alt_source_totalrelease,update_flag
489,Upper Dawson,CA,11303500,,11289500,,may miss some storage effects,,,,,1
4214,Portland No. 2,OR,14246900,,,14140000,may miss water supply diversion,,,,,1
1020,Manti Canyon Lower,UT,NA,,10215900,,may not be representative as source water is springs and water system,,,,,1
3676,Manti Canyon Upper,UT,NA,,10215900,,may not be representative as source water is springs and water system,,,,,1
7147,Mill Creek 3,CA,NA,11052500,,,Mill Creek 2 and 3,,,,,1
152,Davis,AZ,9404200,,9423000,,,,,6135,RISE,1
153,Glen Canyon,AZ,9333500,,9380000,,,507,RISE,,,1
438,Thermalito,CA,11425500,,11407000,,misses effect of Thermalito afterbay,,,,,1
258,Merced Falls,CA,11303500,,11270900,,misses irrigation diversions,,,,,1
214,Alta,CA,NA,11421725,,,NA; no gauge,,,,,1
819,Swan Falls,ID,13269000,,13172500,,NA; no gauge,,,,,1
6206,Tacoma,CO,9379500,,,9362520,no gauge on diversion from Elektra Lake; includes Animas River flow,,,,,1
50917,Middle Fork Irrigation District,OR,14105700,,,14120000,no gauge; dependent on irrigation diversions,,,,,1
10323,Farmers ID No. 2,OR,NA,,,14120000,no gauge; dependent on irrigation diversions,,,,,1
10324,Farmers ID No. 3,OR,NA,,,14120000,no gauge; dependent on irrigation diversions,,,,,1
7127,Wynoochee,WA,14301000,,12035400,,"NWD data also exists, but messy",,,,,1
54654,Kekawaka Power House,CA,NA,,,11474780,gauge below diversion,,,,,1
50755,New Hogan,CA,11303500,,,,,,,NHG;23;D,CDEC,1
388,Pilot Knob,CA,NA,,9527000,,"potential just turbine flow, but unclear from gauge description",,,,,1
54261,Warm Springs,CA,11530500,,,,,,,WRS;23;D,CDEC,1
54343,Terminus Hydroelectric Project,CA,11189500,,,,,,,TRM;23;D,CDEC,1
50546,Bowman,CA,11425500,,11416000+11416500,,release to Spaulding 3 plus river release,,,,,1
255,Lime Saddle,CA,11425500,,,11405200,upstream of pp; only WB Feather,,,,,1
472,Georgetown,CO,6764880,,,6715000,below Georgetown Lake,,,,,1
230,Crane Valley,CA,11303500,,11243500+11244000,,total dam release is combination of canal flow release and river release,,,,,1
2195,Thompson Falls,MT,12433000,,12389000+12389500,,upstream gauges; sum approximates inflow; misses effect of storage,,,,,1
476,Shoshone,CO,NA,,,9070500,upstream of diversion,,,,,1
3068,Leaburg,OR,14211720,,14162500,,upstream of diversion,,,,,1
3071,Walterville,OR,14211720,,14162500,,upstream of diversion,,,,,1
353,Poole,CA,10261500,10287762,,,upstream of pp,,,,,1
50987,Rock Creek,ID,NA,,13092747,,upstream of pp,,,,,1
54524,Horseshoe Bend Hydro Partners,ID,13269000,,13247500,,upstream of pp,,,,,1
3661,Weber,UT,10172630,,10136500,,upstream of pp,,,,,1
50972,Marsh Valley Development,ID,NA,,13073000,,upstream of pp and canal diversion,,,,,1
3914,Cushman 1,WA,12200500,,,12056500,upstream of pp and storage,,,,,1
3915,Cushman 2,WA,12200500,,,12056500,upstream of pp and storage,,,,,1
6397,Boise R Diversion,ID,13269000,,13202000,,upstream release from Lucky Peak,,,,,1
150,Stewart Mountain,AZ,9514100,,9502000,,,,,,,1
354,Portal,CA,11303500,11235500,,,,,,,,1
357,Rush Creek,CA,10261500,10287300,,,,,,,,1
50037,Rio Bravo Hydro Project,CA,11189500,11193010,,,,,,,,1
50076,Santa Felicia Dam,CA,11078000,,11109800,,,,,,,1
50128,Clear Lake Hydro Project,CA,11425500,,11451000,,,,,,,1
50129,Indian Valley Dam Hydro Project,CA,11425500,,11451300,,,,,,,1
50179,Lake Siskiyou,CA,11425500,,,11342000,50km downstream,,,,,1
50350,Forks of Butte Hydro Project,CA,NA,11389747,,,,,,,,1
50352,Nacimiento Hydro Project,CA,11143250,,11149400,,,,,,,1
50400,Sand Bar Power Plant,CA,NA,11292860,,,,,,,,1
50892,Rock Creek LP,CA,NA,11444280,,,,,,,,1
54554,Spicer Meadow Project,CA,11303500,11293760,,,,,,,,1
54555,Collierville Powerhouse,CA,11303500,11295250,,,,,,,,1
34,Rollins,CA,11425500,11421900,,,,,,,,1
180,Volta 2,CA,NA,11376046,,,,,,,,1
219,Belden,CA,11425500,11403050,,,,,,,,1
220,Bucks Creek,CA,11425500,11403700,,,,,,,,1
221,Butt Valley,CA,11425500,11400600,,,,,,,,1
224,Centerville,CA,NA,11389775,,,,,,,,1
225,Chili Bar,CA,11425500,,11444500,,,,,,,1
227,Coleman,CA,11425500,11376458,,,,,,,,1
229,Cow Creek,CA,NA,11372080,,,,,,,,1
231,Cresta,CA,11425500,11404360,,,,,,,,1
232,De Sabla,CA,11425500,11389750,,,,,,,,1
233,Deer Creek,CA,NA,11414205,,,,,,,,1
235,Drum 1,CA,11425500,11414194,,,,,,,,1
236,Drum 2,CA,11425500,11414195,,,,,,,,1
237,Dutch Flat,CA,11425500,11421750,,,,,,,,1
238,El Dorado,CA,11425500,,11439000,,canal upstream of pp; misses effect of forebay,,,,,1
240,Haas,CA,11189500,11216050,,,,,,,,1
241,Halsey,CA,11425500,11425310,,,,,,,,1
243,Hat Creek 1,CA,NA,11358800,,,,,,,,1
244,Hat Creek 2,CA,11189500,11359300,,,,,,,,1
248,Inskip,CA,NA,11376430,,,,,,,,1
249,James B Black,CA,11425500,11363910,,,,,,,,1
250,Kerckhoff,CA,11303500,11246950,,,,,,,,1
254,Kings River,CA,11189500,11218700,,,,,,,,1
262,Narrows,CA,11425500,11417970,,,,,,,,1
265,Pit 1,CA,11425500,11355010,,,,,,,,1
266,Pit 3,CA,11425500,11362300,,,,,,,,1
267,Pit 4,CA,11425500,11362600,,,,,,,,1
268,Pit 5,CA,11425500,11362700,,,,,,,,1
269,Pit 6,CA,11425500,11364150,,,,,,,,1
376,Pardee,CA,11303500,,,,,,,PAR;23;D,CDEC,1
382,R C Kirkwood,CA,11303500,,,,,,,HTH;110;D,CDEC,1
270,Pit 7,CA,11425500,11364800,,,,,,,,1
272,Poe,CA,11425500,11404900,11404901,,,,,,,1
274,Potter Valley,CA,11530500,11471099,,,,,,,,1
275,Rock Creek,CA,11425500,11403800,,,,,,,,1
276,San Joaquin 2,CA,NA,11246570,,,,,,,,1
277,San Joaquin 3,CA,11303500,11244100,,,,,,,,1
279,Salt Springs,CA,11303500,11313510,,,,,,,,1
280,South,CA,NA,11376410,,,,,,,,1
281,Spaulding 1,CA,11425500,11414154,,,,,,,,1
282,Spaulding 2,CA,11425500,11414155,,,,,,,,1
283,Spaulding 3,CA,11425500,11416200,,,,,,,,1
285,Stanislaus,CA,11303500,11295505,,,,,,,,1
287,Tiger Creek,CA,11303500,11316610,,,,,,,,1
289,Tule River,CA,NA,11201700,,,,,,,,1
290,Volta 1,CA,NA,11376043,,,,,,,,1
291,West Point,CA,11303500,,11316700,,,,,,,1
292,Wise,CA,11425500,11425415,,,,,,,,1
441,Folsom,CA,11425500,,,,,10779,RISE,10772,RISE,1
293,A G Wishon,CA,11303500,11246610,,,,,,,,1
443,Keswick,CA,11425500,,11370500,,,,,10792,RISE,1
444,Nimbus,CA,11425500,,11446500,,,10823,RISE,10817,RISE,1
445,Shasta,CA,11425500,,,,,10866,RISE,10869,RISE,1
447,Parker,CA,9404200,,9427520,,,,,6130,RISE,1
450,Spring Creek,CA,11425500,11371600,,,,,,10839,RISE,1
451,Trinity,CA,11530500,,,,,10856,RISE,10859,RISE,1
296,Fall Creek,CA,NA,,11512000,,,,,,,1
317,Big Creek 1,CA,11303500,11238100,,,,,,,,1
318,Big Creek 2,CA,11303500,11238380,,,,,,,,1
319,Big Creek 3,CA,11303500,11241800,,,,,,,,1
320,Big Creek 4,CA,11303500,11246530,,,,,,,,1
321,Big Creek 8,CA,11303500,11238550,,,,,,,,1
322,Big Creek 2A,CA,11303500,11238400,,,,,,,,1
342,Lundy,CA,10261500,10287195,,,,,,,,1
344,Mammoth Pool,CA,11303500,11235100,,,,,,,,1
346,Mill Creek 1,CA,NA,,,11052500,Mill Creek 2 and 3 diversion as surrogate,,,,,1
409,Exchequer,CA,11303500,11269700,,,,,,,,1
414,Beardsley,CA,11303500,11292820,,,,,,,,1
977,Lewiston,CA,11530500,,11525500,,,10801,RISE,10796,RISE,1
6158,New Melones,CA,11303500,,,,,10845,RISE,,,1
416,Tulloch,CA,11303500,11299996,,,,,,,,1
7066,Stampede,CA,10301755,,,,,,,STP;23;D,CDEC,1
417,Forbestown,CA,11425500,11396290,,,,,,,,1
7129,Thermalito Diverson Dam,CA,11425500,,,,,,,TDV;48;D,CDEC,1
7189,Whiskeytown,CA,11425500,,,,,,,10825,RISE,1
7229,Black Butte,CA,11425500,,,,,,,BLB;23;D,CDEC,1
418,Kelly Ridge,CA,11425500,11396329,,,,,,,,1
7489,Lake Mendocino,CA,11530500,,,,,,,COY;23;D,CDEC,1
419,Woodleaf,CA,11425500,11396090,,,,,,,,1
424,French Meadows,CA,11425500,11427200,,,,,,,,1
7907,Pine Flat,CA,11189500,,,,,,,PNF;23;D,CDEC,1
425,Middle Fork,CA,11425500,11428600,,,,,,,,1
426,Oxbow,CA,11425500,11433212,,,,,,,,1
10139,Isabella Hydro Project,CA,11189500,,,,,,,ISB;23;D,CDEC,1
427,Ralston,CA,11425500,11427765,,,,,,,,1
430,Camino,CA,11425500,11441895,,,,,,,,1
431,Jaybird,CA,11425500,11441780,,,,,,,,1
432,Loon Lake,CA,11425500,11429340,,,,,,,,1
433,Robbs Peak,CA,11425500,11429300,,,,,,,,1
435,White Rock/Slab Creek,CA,11425500,11443460,,,,,,,,1
437,Edward C Hyatt,CA,11425500,11406818,11406820,,,,,,,1
440,La Grange,CA,11303500,,11289650,,,,,,,1
442,Judge F Carr,CA,11530500,11525430,,,,,,,,1
454,Colgate,CA,11425500,11413510,,,,,,,,1
50206,Vallecito,CO,9379500,,,,,,,4323,RISE,1
50267,Redlands Water & Power,CO,9152500,,,,,,,RLCGRJCO,CDSS,1
50435,Sugarloaf Hydro Plant,CO,7134180,,,,,,,TURQ;QD,MBH,1
473,Palisade,CO,NA,,,,,GRDVALCO,CDSS,,,1
512,Blue Mesa,CO,9152500,,,,,4302,RISE,4310,RISE,1
513,Estes,CO,6764880,,,,,,,OLYTUNCO;QJ,MBH,1
514,Morrow Point,CO,9152500,,,,,4303,RISE,4311,RISE,1
515,Big Thompson,CO,6764880,,,,,BTPPFBCO;GJ,MBH,,,1
516,Green Mountain,CO,9106150,,9057500,,,,,23,RISE,1
517,Marys Lake,CO,6764880,,,,,,MBH,MARYSR;QD,MBH,1
518,Flatiron,CO,6764880,,,,alt FLARESCO;QED1+QED2+QED3,,,FLARESCO;QD,MBH,1
519,Pole Hill,CO,NA,,,,,OLYTUNCO;QJ,MBH,,,1
6159,Crystal,CO,9152500,,,,,4304,RISE,4312,RISE,1
455,Narrows 2,CA,11425500,11417980,,,,,,,,1
7372,McPhee,CO,9185600,,,,,,,4342,RISE,1
7373,Towaoc,CO,9185600,,,,,,,DOLTUNCO,CDSS,1
7458,Ruedi,CO,9106150,,,,,,,RUERESCO;QD,MBH,1
522,Slab Creek,CA,11425500,11443460,,,,,,,,1
531,Camp Far West,CA,11425500,,11423800,,,,,,,1
10423,North Fork Hydro Plant,CO,NA,,,,,,,ROBTUNCO,CDSS,1
10424,Gross,CO,6764880,,,,,,,BOCBGRCO,CDSS,1
58622,Carter Hydro,CO,6764880,,,,,,,CARCONCO;QJ,MBH,1
58783,South Canal Hydro-1,CO,NA,,,,,,,SOUCANCO,CDSS,1
58784,South Canal Hydro-3,CO,NA,,,,,,,SOUCANCO,CDSS,1
58901,Ridgway,CO,9152500,,,,,,,4837,RISE,1
60119,Granby Dam,CO,9106150,,,,,,,386,RISE,1
61189,Shavano Falls Hydro,CO,NA,,,,,,,SOUCANCO,CDSS,1
61190,Shavano Falls Hydro Drop 4,CO,NA,,,,,,,SOUCANCO,CDSS,1
61191,Drop 5,CO,NA,,,,,,,SOUCANCO,CDSS,1
64123,Pueblo Dam,CO,7134180,,,,,,,684,RISE,1
10807,Dietrich Drop,ID,NA,,,,,,,MIII;QJ,PNH,1
10808,Lower Low Line,ID,NA,,,,,,,TCSI;QJ,PNH,1
50895,Bypass,ID,NA,,,,,,,TCNI;QJ,PNH,1
50896,S E Hazelton A,ID,NA,,,,,,,TCNI;QJ,PNH,1
534,Jones Fork,CA,11425500,11440900,,,,,,,,1
54558,Hazelton B Hydro,ID,13154500,,,,,,,TCNI;QJ,PNH,1
537,Camanche,CA,11303500,,11323500,,,,,,,1
626,Oak Flat,CA,11425500,,11401112,,,,,,,1
632,Newcastle,CA,11425500,11425416,,,,,,,,1
682,Kerckhoff 2,CA,11303500,11247050,,,,,,,,1
763,Hell Hole,CA,11425500,,11428800,,,,,,,1
776,Sly Creek,CA,11425500,11396000+11396090,,,,,,,,1
905,Alamo,CA,11078000,10260776,,,,,,,,1
6612,Union Valley,CA,11425500,11441002,,,,,,,,1
7072,Mojave Siphon,CA,10261500,,10260780,,,,,,,1
7338,Grizzly,CA,11425500,11404240,,,,,,,,1
7507,Deadwood Creek,CA,NA,11413326,,,,,,,,1
7646,Monticello,CA,11425500,,11454000,,,,,,,1
7911,Kern Canyon,CA,11189500,,11192940,,,,,,,1
4204,Island Park,ID,13154500,,,,,,,ISL;QD,PNH,1
6395,Anderson Ranch,ID,13269000,,,,,AND;QV,PNH,,,1
10128,R.W. Matthews,CA,11530500,,11480410,,,,,,,1
10458,Muck Valley Hydroelectric,CA,11425500,11351700,,,,,,,,1
10706,Burney Creek,CA,NA,,,,NA; no gauge,,,,,0
10708,Lost Creek I,CA,NA,11358010,,,,,,,,1
10014,Lucky Peak,ID,13269000,,,,,LUC;QT,PNH,,,1
10709,Ponderosa Bailey Creek,CA,NA,11376110,,,,,,,,1
10880,Bidwell Ditch Project,CA,NA,11364155,,,,,,,,1
10881,Roaring Creek Water Power,CA,NA,11364155,,,,,,,,1
56893,Chester Diversion Hydroelectric Project,ID,13154500,,,,,,,CHCI;QJ,PNH,1
56997,Arrowrock,ID,13269000,,,,,,,ARKI;QD,PNH,1
10882,Hatchet Creek Project,CA,NA,11364250,,,,,,,,1
50180,Olsen,CA,11180700,11372350,,,,,,,,1
50223,Nelson Creek,CA,NA,11362800,,,,,,,,1
57364,Siphon Drop,CA,NA,9524000,,,,,,,,1
6207,Ames,CO,9185600,,9171310,,,,,,,1
10421,Dillon Hydro Plant,CO,9106150,,9050700,,,,,,,1
10422,Williams Fork Hydro Plant,CO,9106150,,9038500,,,,,,,1
2204,Yellowtail,MT,6294500,,,,,,,167,RISE,1
54386,Little Wood Hydro Project,ID,13154500,,13148500,,,,,,,1
6400,Canyon Ferry,MT,6108800,,,,,CFR;QED,MBH,,,1
790,Gem State,ID,13154500,,13060000,,,,,,,1
809,American Falls,ID,13154500,,13077000,,,,,,,1
810,Bliss,ID,13154500,,13153776,,,,,,,1
811,Brownlee,ID,13269000,,13290450,,,,,,,1
812,C J Strike,ID,13269000,,13171620,,,,,,,1
584,Navajo Dam,NM,9379500,,,,,,,4316,RISE,1
6402,Elephant Butte,NM,8361000,,,,,,,4377,RISE,1
7593,El Vado Dam,NM,8359500,,,,,,,4502,RISE,1
813,Cascade,ID,13269000,,13245000,,,,,,,1
816,Lower Salmon,ID,13154500,,13135000,,,,,,,1
821,Twin Falls,ID,13154500,,13090000,,,,,,,1
829,Oneida,ID,10068500,,10086500,,,,,,,1
50361,Owyhee Dam Power Project,OR,13269000,,,,,,,OWY;QD,PNH,1
50362,Tunnel 1 Power Project,OR,13269000,,,,,,,OWCO;QJ,PNH,1
831,Soda,ID,10068500,,10079500,,,,,,,1
50980,Central Oregon Siphon,OR,NA,,,,,,,CENO;QJ,PNH,1
835,Post Falls,ID,12433000,,12419000,,,,,,,1
850,Palisades,ID,13154500,,13032500,,,,,,,1
6396,Black Canyon,ID,13269000,,13249500,,,,,,,1
6398,Minidoka,ID,13154500,,13081500,,,,,,,1
7012,Lower No 1,ID,13154500,,13060000,,,,,,,1
7190,Milner Hydro,ID,13154500,13087505,,,,,,,,1
10735,Barber Dam,ID,13269000,,13206000,17km downstream,,,,,,1
10740,Magic Dam Hydroelectric Project,ID,13154500,,13142500,,,,,,,1
54668,Falls River Hydro,ID,NA,,13047600,,,,,,,1
54006,Broadwater Power Project,MT,6108800,,6054500,,,,,,,1
2185,Hauser,MT,6108800,,6065500,,,,,,,1
6403,Green Springs,OR,11530500,,,,,GSPO;QD,PNH,,,1
6484,Bend,OR,14105700,,,,,,,DEBO;QD,PNH,1
2186,Holter,MT,6108800,,6066500,,,,,,,1
2188,Selis Ksanka Qlispe,MT,12433000,,12372000,,,,,,,1
2191,Morony,MT,6108800,,6090300,,,,,,,1
2192,Mystic Lake,MT,6214500,,6204050,,,,,,,1
57437,Juniper Ridge Hydroelectric Project,OR,NA,,,,,,,NCAO;QJ,PNH,1
58455,45-Mile Hydroelectric Project,OR,NA,,,,,,,NMCO;QJ,PNH,1
58470,C Drop,OR,NA,,,,,,,ACHO;QJ,PNH,1
6422,Madison,MT,6054500,,6041000,,,,,,,1
6459,Big Fork,MT,NA,,12370000,,,,,,,1
6623,Fort Peck,MT,6130500,,6132000,,,,,,,1
56499,Tiber,MT,6108800,,6101500,,,,,,,1
58392,Flint Creek Hydroelectric Project,MT,12433000,,12325500,,,,,,,1
7789,Abiquiu Dam,NM,8359500,,8287000,,,,,,,1
6521,Lahontan,NV,10301755,,10312150,,,,,,,1
6532,Washoe,NV,NA,,10347460,,,,,,,1
50261,New Lahontan,NV,10301755,,10312150,,,,,,,1
50938,Galesville Project,OR,14301000,,14309000,,,,,,,1
52187,Falls Creek,OR,NA,,,14185000,,,,,,1
54251,Opal Springs Hydro,OR,14105700,,14087400,,,,,,,1
297,Iron Gate,OR,11530500,,11516530,,,,,,,1
3013,Hells Canyon,OR,13342500,,13290450,,,,,,,1
6405,Flaming Gorge,UT,9234500,,,,,4306,RISE,,,1
3028,John C Boyle,OR,11530500,,11510700,,,,,,,1
3032,Prospect 1,OR,NA,,14330000,,,,,,,1
3033,Prospect 2,OR,NA,,14330000,,,,,,,1
3698,Wanship,UT,10172630,,10129500,,,,,4335,RISE,1
3035,Prospect 4,OR,NA,,14330000,,,,,,,1
4263,Echo Dam,UT,10172630,,,,,,,4330,RISE,1
6404,Deer Creek,UT,10172630,,,,,4308,RISE,,,1
3041,Wallowa Falls,OR,NA,,13325000,,,,,,,1
3048,Pelton,OR,14105700,,14092500,,,,,,,1
3049,River Mill,OR,14211720,,14210000,,,,,,,1
7548,Causey,UT,10172630,,10137500,,,,,4328,RISE,1
61853,Jordanelle,UT,10172630,,,,,4542,RISE,4347,RISE,1
6505,Oak Grove,OR,14211720,,14209500,,,,,,,1
7508,Stone Creek,OR,NA,,14209000,,,,,,,1
10737,North Fork Hydro,OR,NA,,11495800,maybe just turbine flow,,,,,,1
54721,Reregulating,OR,14105700,,14092500,,,,,,,1
3674,Hyrum,UT,10068500,,10113500,,,,,,,1
3691,Spanish Fork,UT,10172630,,10150500,,,,,,,1
3697,Gateway,UT,NA,,10136500,,,,,,,1
3705,Yellowstone,UT,9315000,,9292000,,,,,,,1
6536,Beaver City Lower,UT,NA,,10234500,,,,,,,1
6202,Ross,WA,12200500,,,,,,,41,RO,1
6406,Chandler,WA,12510500,,,,,CHCW;QJ,PNH,,,1
6407,Roza,WA,12510500,,,,,RZCW;QJ,PNH,,,1
7034,Hydro II,UT,NA,,10109000,,,,,,,1
7132,Pine View Dam,UT,10172630,,10140100,,,,,,,1
6432,Diablo,WA,12200500,,,,,,,42,RO,1
50827,Twin Falls Hydro,WA,NA,,,12143600,,,,,,1
54387,Weeks Falls,WA,NA,,,12143600,,,,,,1
3847,Merwin,WA,14246900,,14220500,,,,,,,1
3860,Snoqualmie,WA,12200500,,12144500,,,,,,,1
3867,Long Lake,WA,12433000,,12433000,,,,,,,1
3868,Meyers Falls,WA,NA,,12409000,,,,,,,1
57496,Tieton,WA,12510500,,,,,,,RIM;QD,PNH,1
3891,Box Canyon,WA,12433000,,12396500,,,,,,,1
3916,LaGrande,WA,12200500,,12086500,,,,,,,1
3917,Mayfield,WA,14246900,,14238000,,,,,,,1
6430,Cedar Falls,WA,12200500,12116400,,,,,,,,1
6431,Gorge,WA,12200500,,12178000,,,,,,,1
6433,Boundary,WA,12433000,,12398600,,,,,,,1
7259,Skookumchuck,WA,14301000,,12026150,,,,,,,1
7427,Cowlitz Falls,WA,14246900,,14233500,,,,,,,1
7588,Jackson,WA,12200500,,12138160,,,,,,,1
7867,Snoqualmie 2,WA,12200500,,12144500,,,,,,,1
9095,Monroe Street,WA,12433000,,12422500,,,,,,,1
505,Boysen,WY,6294500,,6259000,,,BOYR;QED,MBH,,,1
4177,Glendo,WY,6674500,,,,,,,377,RISE,1
4178,Guernsey,WY,6674500,,,,,,,377,RISE,1
4180,Kortes,WY,6674500,,,,,,,KORR;QD,MBH,1
4182,Seminoe,WY,6674500,,,,,,,735,RISE,1
4183,Shoshone,WY,6294500,,,,,BBR;QESD,MBH,,,1
4185,Fontenelle,WY,9234500,,,,,4305,RISE,,,1
6408,Heart Mountain,WY,6294500,,,,,BBR;QEHD,MBH,,,1
6409,Alcova,WY,6674500,,,,,,,116,RISE,1
7050,Viva Naughton,WY,9234500,,9223385,,,,,,,1
7317,Buffalo Bill,WY,6294500,,,,,BBR;QEBBD,MBH,,,1
7541,Spirit Mountain,WY,6294500,,,,,BBR;QESPD,MBH,,,1
,,,,,,,,,,,,
2,Bankhead,AL,2469761,,,,,,,,,
4,Walter Bouldin Dam,AL,2420000,,,,,,,,,
11,H Neely Henry Dam,AL,2420000,,,,,,,,,
12,Holt,AL,2469761,,,,,,,,,
13,Jordan Dam,AL,2420000,,,,,,,,,
14,Logan Martin Dam,AL,2420000,,,,,,,,,
15,Lay Dam,AL,2420000,,,,,,,,,
16,Martin Dam,AL,2420000,,,,,,,,,
17,Mitchell,AL,2420000,,,,,,,,,
18,Lewis Smith,AL,2469761,,,,,,,,,
19,Thurlow Dam,AL,2420000,,,,,,,,,
20,Weiss Dam,AL,2420000,,,,,,,,,
21,Yates Dam,AL,2420000,,,,,,,,,
38,Millers Ferry,AL,2420000,,,,,,,,,
48,Guntersville,AL,3584600,,,,,,,,,
49,Wheeler Dam,AL,3584600,,,,,,,,,
53,Gantt,AL,2376033,,,,,,,,,
55,Point A,AL,2376033,,,,,,,,,
88,Ashokan,NY,1358000,,,,,,,,,
166,Carpenter,AR,7362000,,,,,,,,,
174,Remmel,AR,7362000,,,,,,,,,
182,Beaver,AR,7074850,,,,,,,,,
187,Degray,AR,7362000,,,,,,,,,
188,Greers Ferry Lake,AR,7074850,,,,,,,,,
195,Narrows,AR,7362000,,,,,,,,,
196,Norfork,AR,7074850,,,,,,,,,
197,Blakely Mountain,AR,7362000,,,,,,,,,
198,Bull Shoals,AR,7074850,,,,,,,,,
199,Dardanelle,AR,7263451,,,,,,,,,
347,Black Brook Dam,WI,5340500,,,,,,,,,
378,Prairie River,MN,5288500,,,,,,,,,
541,Bulls Bridge,CT,1127000,,,,,,,,,
551,Scotland Dam,CT,1127000,,,,,,,,,
552,Shepaug,CT,1127000,,,,,,,,,
553,Stevenson,CT,1127000,,,,,,,,,
554,Taftville,CT,1127000,,,,,,,,,
557,Tunnel,CT,1127000,,,,,,,,,
559,Rainbow,CT,1170500,,,,,,,,,
560,Falls Village,CT,1127000,,,,,,,,,
579,High Falls,NY,1358000,,,,,,,,,
580,Second Street,CT,1127000,,,,,,,,,
582,Occum,CT,1127000,,,,,,,,,
583,Tenth Street,CT,1127000,,,,,,,,,
625,Upper Mechanicville,NY,1358000,,,,,,,,,
678,Green River,VT,4268000,,,,,,,,,
690,J Woodruff,FL,2359170,,,,,,,,,
702,Bartletts Ferry,GA,2359170,,,,,,,,,
704,Burton,GA,2198500,,,,,,,,,
706,Flint River,GA,2359170,,,,,,,,,
707,Goat Rock,GA,2359170,,,,,,,,,
712,Lloyd Shoals,GA,2226000,,,,,,,,,
717,Morgan Falls,GA,2359170,,,,,,,,,
718,Nacoochee,GA,2198500,,,,,,,,,
719,North Highlands,GA,2359170,,,,,,,,,
720,Oliver,GA,2359170,,,,,,,,,
721,Riverview,GA,2359170,,,,,,,,,
722,Sinclair,GA,2226000,,,,,,,,,
723,Tallulah Falls,GA,2198500,,,,,,,,,
724,Terrora,GA,2198500,,,,,,,,,
725,Tugalo,GA,2198500,,,,,,,,,
729,Yonah,GA,2198500,,,,,,,,,
736,Stevens Creek,GA,2198500,,,,,,,,,
752,Lake Blackshear,GA,2359170,,,,,,,,,
754,Hartwell Lake,GA,2198500,,,,,,,,,
757,Blue Ridge,GA,3566000,,,,,,,,,
758,Nottely,GA,3566000,,,,,,,,,
759,Buford,GA,2359170,,,,,,,,,
760,Allatoona,GA,2420000,,,,,,,,,
761,Walter F George,GA,2359170,,,,,,,,,
785,Kingsley,NE,6674500,,,,,,,,,
788,East Barnet,VT,1170500,,,,,,,,,
791,Canyon,TX,8176500,,,,,,,,,
794,Lewisville,TX,8067070,,,,,,,,,
805,Charles E Monty,ME,1059000,,,,,,,,,
808,Jarvis (Hinckley),NY,1358000,,,,,,,,,
899,Moline,IL,5474500,,,,,,,,,
903,Rockton,IL,5446500,,,,,,,,,
955,Peru,IL,5586100,,,,,,,,,
986,Elkhart,IN,4119000,,,,,,,,,
989,Twin Branch,IN,4119000,,,,,,,,,
998,Norway,IN,3377500,,,,,,,,,
999,Oakdale,IN,3377500,,,,,,,,,
1005,Markland,IN,3277200,,,,,,,,,
1053,Anamosa,IA,5474500,,,,,,,,,
1065,Iowa Falls,IA,5474500,,,,,,,,,
1067,Maquoketa,IA,5418500,,,,,,,,,
1109,Keokuk,IA,5474500,,,,,,,,,
1173,Ottumwa,IA,5490600,,,,,,,,,
1196,East Hydro,IA,5474500,,,,,,,,,
1354,Dix Dam,KY,3290500,,,,,,,,,
1359,Mother Ann Lee,KY,3290500,,,,,,,,,
1365,Ohio Falls,KY,3381700,,,,,,,,,
1371,Barkley,KY,3431500,,,,,,,,,
1377,Kentucky Dam,KY,3603000,,,,,,,,,
1380,Wolf Creek,KY,3431500,,,,,,,,,
1469,PPL Ellsworth Hydro Station,ME,1021000,,,,,,,,,
1475,PPL Milford Hydro Station,ME,1034500,,,,,,,,,
1478,Stillwater Hydro Station,ME,1034500,,,,,,,,,
1482,Bonny Eagle,ME,1064140,,,,,,,,,
1483,Brunswick,ME,1059000,,,,,,,,,
1486,Cataract,ME,1064140,,,,,,,,,
1488,Deer Rips,ME,1059000,,,,,,,,,
1491,Gulf Island,ME,1059000,,,,,,,,,
1492,Indian Pond,ME,1049265,,,,,,,,,
1493,Hiram,ME,1064140,,,,,,,,,
1497,Oakland,ME,1049265,,,,,,,,,
1498,Rice Rips,ME,1049265,,,,,,,,,
1500,Union Gas,ME,1049265,,,,,,,,,
1501,North Gorham,ME,1064140,,,,,,,,,
1504,Shawmut,ME,1049265,,,,,,,,,
1505,Skelton,ME,1064140,,,,,,,,,
1508,West Buxton,ME,1064140,,,,,,,,,
1509,Weston,ME,1049265,,,,,,,,,
1510,Williams,ME,1049265,,,,,,,,,
1511,Wyman Hydro,ME,1049265,,,,,,,,,
1516,Squa Pan Hydro Station,ME,1017000,,,,,,,,,
1567,Deep Creek,MD,3085000,,,,,,,,,
1574,Conowingo,MD,1576000,,,,,,,,,
1602,Beebe Holbrook,MA,1170500,,,,,,,,,
1603,Boatlock,MA,1170500,,,,,,,,,
1604,Chemical,MA,1170500,,,,,,,,,
1605,Hadley Falls,MA,1170500,,,,,,,,,
1607,Riverside,MA,1170500,,,,,,,,,
