Generator Name,DataTypeName,DatatypeID,Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
BigCreek8-2,KLoadFollowing,6,0,0,0,0,0,0,0,0,0,0,0,0,0
BigCreek8-2,DispatchCost,9,0,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
BigCreek8-2,Pvalue,10,0,0,0,0,0,0,0,0,0,0,0,0,0
BigCreek8-2,DailyOpRange,11,0,10.854,7.608,6.786,7.716,3.864,2.508,6.78,9.54,5.184,2.562,0.738,3.054
BigCreek8-2,PLFAllocator,12,0,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7
Bighorn_2,VOMCost,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Bighorn_2,FixedCost,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Bighorn_2,MinGen,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Bighorn_2,MaxCap,4,0,60,60,60,60,60,60,60,60,60,60,60,60
Bighorn_2,MonthlyEnergy,5,0,17117,9491,15955,16346,14811,24273,22955,15655,9173,13791,20176,20389
Bighorn_2,KLoadFollowing,6,0,1.046185,0.662737,1.020532,1.174903,1.26804,1.255817,1.200119,1.029551,0.509599,0.821157,1.561918,1.787856
Bighorn_2,DispatchCost,9,0,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50
Bighorn_2,Pvalue,10,0,0.0302,0.0108,0.0218,0.0263,0.0283,0.0499,0.0512,0.024,0.00752,0.0152,0.0583,0.0657
Bighorn_2,DailyOpRange,11,0,60,60,60,60,60,60,60,60,60,60,60,60
Bighorn_2,PLFAllocator,12,0,1,1,1,1,1,1,1,1,1,1,1,1
BigSilver4,VOMCost,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BigSilver4,FixedCost,2,0,0,0,0,0,0,0,0,0,0,0,0,0
BigSilver4,MinGen,3,0,1.24,1.24,1.24,1.24,1.24,1.24,1.24,1.24,1.24,1.24,1.24,1.24
BigSilver4,MaxCap,4,0,5.73,5.73,5.73,5.73,5.73,5.73,5.73,5.73,5.73,5.73,5.73,5.73
BigSilver4,MonthlyEnergy,5,0,1758.05,2117.774,1851.305,1837.781,3762.779,3619.177,2727.417,2504.048,2381.893,2452.839,1979.49,1832.902
BigSilver4,KLoadFollowing,6,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
BigSilver4,DispatchCost,9,0,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50
BigSilver4,Pvalue,10,0,0,0,0,0,0,0,0,0,0,0,0,0
BigSilver4,DailyOpRange,11,0,4.49,4.49,4.49,4.49,4.49,4.49,4.49,4.49,4.49,4.49,4.49,4.49
BigSilver4,PLFAllocator,12,0,1,1,1,1,1,1,1,1,1,1,1,1
BishopCreek2-1,VOMCost,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BishopCreek2-1,FixedCost,2,0,0,0,0,0,0,0,0,0,0,0,0,0
BishopCreek2-1,MinGen,3,0,1.649837,1.649837,3.372035,2.481991,3.574646,2.5037,5.311316,2.785909,2.937867,2.156366,1.859684,3.017465
BishopCreek2-1,MaxCap,4,0,11.36072,11.36072,11.36072,11.36072,11.36072,11.36072,11.36072,11.36072,11.36072,11.36072,11.36072,11.36072
BishopCreek2-1,MonthlyEnergy,5,0,1464.693,1956.453,2765.836,2578.492,3245.822,4415.969,4708.424,3193.44,2403.928,2290.306,2192.814,2464.212
BishopCreek2-1,KLoadFollowing,6,0,0,0,0,0,0,0,0,0,0,0,0,0
BishopCreek2-1,DispatchCost,9,0,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
BishopCreek2-1,Pvalue,10,0,0,0,0,0,0,0,0,0,0,0,0,0
BishopCreek2-1,DailyOpRange,11,0,0.1519586,0.3183896,0.2387922,0.2605006,0.1519586,0.2677367,0.0941,0.173667,0.1085419,0.1809032,0.1013058,0.0941
BishopCreek2-1,PLFAllocator,12,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
BishopCreek3-1,VOMCost,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BishopCreek3-1,FixedCost,2,0,0,0,0,0,0,0,0,0,0,0,0,0
BishopCreek3-1,MinGen,3,0,1.98,1.97,4.04,2.97,4.28,2.99,6.36,3.33,3.52,2.58,2.23,3.61
BishopCreek3-1,MaxCap,4,0,13.6,13.6,13.6,13.6,13.6,13.6,13.6,13.6,13.6,13.6,13.6,13.6
BishopCreek3-1,MonthlyEnergy,5,0,1753.4,2342.08,3311,3086.73,3885.6,5286.39,5636.49,3822.89,2877.76,2741.74,2625.04,2949.93
BishopCreek3-1,KLoadFollowing,6,0,0,0,0,0,0,0,0,0,0,0,0,0
BishopCreek3-1,DispatchCost,9,0,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
BishopCreek3-1,Pvalue,10,0,0,0,0,0,0,0,0,0,0,0,0,0
BishopCreek3-1,DailyOpRange,11,0,0.18,0.38,0.28,0.31,0.18,0.32,0.11,0.21,0.13,0.22,0.12,0.11
BishopCreek3-1,PLFAllocator,12,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
BlackCanyon2,VOMCost,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BlackCanyon2,FixedCost,2,0,0,0,0,0,0,0,0,0,0,0,0,0
BlackCanyon2,MinGen,3,0,0,0,0,0,0,0,0,0,0,0,0,0
BlackCanyon2,MaxCap,4,0,6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.66
BlackCanyon2,MonthlyEnergy,5,0,1247.4,871.6,872.4,2096.5,1870.8,2111.2,2113.8,1620.6,1071.7,756.3,610.8,749.6
BlackCanyon2,KLoadFollowing,6,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
BlackCanyon2,DispatchCost,9,0,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50
BlackCanyon2,Pvalue,10,0,0,0,0,0,0,0,0,0,0,0,0,0
BlackCanyon2,DailyOpRange,11,0,6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.66
BlackCanyon2,PLFAllocator,12,0,1,1,1,1,1,1,1,1,1,1,1,1
BlackCreek,VOMCost,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BlackCreek,FixedCost,2,0,0,0,0,0,0,0,0,0,0,0,0,0
BlackCreek,MinGen,3,0,0,0,0,0,0,0,0,0,0,0,0,0
BlackCreek,MaxCap,4,0,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7
BlackCreek,MonthlyEnergy,5,0,625,424,449,614,724,804,547,386,310,367,445,525
BlackCreek,KLoadFollowing,6,0,0,0,0,0,0,0,0,0,0,0,0,0
BlackCreek,DispatchCost,9,0,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50
BlackCreek,Pvalue,10,0,0,0,0,0,0,0,0,0,0,0,0,0
BlackCreek,DailyOpRange,11,0,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7
BlackCreek,PLFAllocator,12,0,1,1,1,1,1,1,1,1,1,1,1,1
BlindCanyon,VOMCost,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BlindCanyon,FixedCost,2,0,0,0,0,0,0,0,0,0,0,0,0,0
BlindCanyon,MinGen,3,0,0,0,0,0,0,0,0,0,0,0,0,0
BlindCanyon,MaxCap,4,0,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
BlindCanyon,MonthlyEnergy,5,0,340,238,238,571,510,575,576,442,292,206,166,204
BlindCanyon,KLoadFollowing,6,0,0,0,0,0,0,0,0,0,0,0,0,0
BlindCanyon,DispatchCost,9,0,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50
BlindCanyon,Pvalue,10,0,0,0,0,0,0,0,0,0,0,0,0,0
BlindCanyon,DailyOpRange,11,0,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
BlindCanyon,PLFAllocator,12,0,1,1,1,1,1,1,1,1,1,1,1,1
Bliss2,VOMCost,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Bliss2,FixedCost,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Bliss2,MinGen,3,0,10.2,10.2,10.2,15.53333,14.86667,15.06667,14.5,10.2,10.4,11.8,10.56667,11.56667
Bliss2,MaxCap,4,0,27.13333,27.13333,27.13333,27.13333,27.13333,27.13333,27.13333,27.13333,27.13333,27.13333,27.13333,27.13333
Bliss2,MonthlyEnergy,5,0,8617,7626.667,8484,13996.67,13843.67,13583.33,13500.33,9406,9365,10983.67,9510.667,10783
Bliss2,KLoadFollowing,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Bliss2,DispatchCost,9,0,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50
Bliss2,Pvalue,10,0,0,0,0,0,0,0,0,0,0,0,0,0
Bliss2,DailyOpRange,11,0,0.7,0.5666667,0.6,1.966667,1.866667,1.9,1.833333,1.233333,1.3,1.466667,1.333333,1.466667
Bliss2,PLFAllocator,12,0,1,1,1,1,1,1,1,1,1,1,1,1
Bliss3,VOMCost,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Bliss3,FixedCost,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Bliss3,MinGen,3,0,10.2,10.2,10.2,15.53333,14.86667,15.06667,14.5,10.2,10.4,11.8,10.56667,11.56667
Bliss3,MaxCap,4,0,27.13333,27.13333,27.13333,27.13333,27.13333,27.13333,27.13333,27.13333,27.13333,27.13333,27.13333,27.13333
Bliss3,MonthlyEnergy,5,0,8617,7626.667,8484,13996.67,13843.67,13583.33,13500.33,9406,9365,10983.67,9510.667,10783
Bliss3,KLoadFollowing,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Bliss3,DispatchCost,9,0,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50
Bliss3,Pvalue,10,0,0,0,0,0,0,0,0,0,0,0,0,0
Bliss3,DailyOpRange,11,0,0.7,0.5666667,0.6,1.966667,1.866667,1.9,1.833333,1.233333,1.3,1.466667,1.333333,1.466667
Bliss3,PLFAllocator,12,0,1,1,1,1,1,1,1,1,1,1,1,1
BoiseRDiversion1A,VOMCost,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BoiseRDiversion1A,FixedCost,2,0,0,0,0,0,0,0,0,0,0,0,0,0
BoiseRDiversion1A,MinGen,3,0,0,0,0,0,0,0,0,0,0,0,0,0
BoiseRDiversion1A,MaxCap,4,0,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1
BoiseRDiversion1A,MonthlyEnergy,5,0,194.3,135.7,135.7,326.3,291.3,328.7,329,252.3,166.7,117.7,95,116.7
BoiseRDiversion1A,KLoadFollowing,6,0,0,0,0,0,0,0,0,0,0,0,0,0
BoiseRDiversion1A,DispatchCost,9,0,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50
BoiseRDiversion1A,Pvalue,10,0,0,0,0,0,0,0,0,0,0,0,0,0
BoiseRDiversion1A,DailyOpRange,11,0,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1
BoiseRDiversion1A,PLFAllocator,12,0,1,1,1,1,1,1,1,1,1,1,1,1
BoiseRDiversion2A,VOMCost,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BoiseRDiversion2A,FixedCost,2,0,0,0,0,0,0,0,0,0,0,0,0,0
BoiseRDiversion2A,MinGen,3,0,0,0,0,0,0,0,0,0,0,0,0,0
BoiseRDiversion2A,MaxCap,4,0,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1
BoiseRDiversion2A,MonthlyEnergy,5,0,194.3,135.7,135.7,326.3,291.3,328.7,329,252.3,166.7,117.7,95,116.7
BoiseRDiversion2A,KLoadFollowing,6,0,0,0,0,0,0,0,0,0,0,0,0,0
BoiseRDiversion2A,DispatchCost,9,0,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50
BoiseRDiversion2A,Pvalue,10,0,0,0,0,0,0,0,0,0,0,0,0,0
BoiseRDiversion2A,DailyOpRange,11,0,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1
BoiseRDiversion2A,PLFAllocator,12,0,1,1,1,1,1,1,1,1,1,1,1,1
BoiseRDiversion3A,VOMCost,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BoiseRDiversion3A,FixedCost,2,0,0,0,0,0,0,0,0,0,0,0,0,0
BoiseRDiversion3A,MinGen,3,0,0,0,0,0,0,0,0,0,0,0,0,0
BoiseRDiversion3A,MaxCap,4,0,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1
BoiseRDiversion3A,MonthlyEnergy,5,0,194.3,135.7,135.7,326.3,291.3,328.7,329,252.3,166.7,117.7,95,116.7
BoiseRDiversion3A,KLoadFollowing,6,0,0,0,0,0,0,0,0,0,0,0,0,0
BoiseRDiversion3A,DispatchCost,9,0,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50
BoiseRDiversion3A,Pvalue,10,0,0,0,0,0,0,0,0,0,0,0,0,0
BoiseRDiversion3A,DailyOpRange,11,0,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1
BoiseRDiversion3A,PLFAllocator,12,0,1,1,1,1,1,1,1,1,1,1,1,1
Borel1,VOMCost,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Borel1,FixedCost,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Borel1,MinGen,3,0,1.54,1.54,3.15,2.31,3.33,2.33,4.96,2.6,2.74,2.01,1.74,2.81
Borel1,MaxCap,4,0,10.6,10.6,10.6,10.6,10.6,10.6,10.6,10.6,10.6,10.6,10.6,10.6
Borel1,MonthlyEnergy,5,0,1366.62,1825.45,2580.64,2405.83,3028.48,4120.27,4393.14,2979.6,2242.96,2136.95,2045.98,2299.21
Borel1,KLoadFollowing,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Borel1,DispatchCost,9,0,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
Borel1,Pvalue,10,0,0,0,0,0,0,0,0,0,0,0,0,0
Borel1,DailyOpRange,11,0,0.14,0.3,0.22,0.24,0.14,0.25,0.09,0.16,0.1,0.17,0.09,0.09
Borel1,PLFAllocator,12,0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
Boundary52,VOMCost,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Boundary52,FixedCost,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Boundary52,MinGen,3,0,31.2,28.1,29,40.7,74.9,82.2,38.7,28.1,28.1,41.4,28.1,28.1
Boundary52,MaxCap,4,0,161.53,161.53,161.53,161.53,161.53,161.53,161.53,161.53,161.53,161.53,161.53,161.53
Boundary52,MonthlyEnergy,5,0,38708.6,29755.1,36012.3,48799.5,92836.6,98686.1,47999.3,26727.9,27473,51326.8,32715.1,26088.8
Boundary52,KLoadFollowing,6,0,1.8485,1.91,1.3655,1.25,1.25,1.25,1.29,2.214,2.2645,1.2445,0.573,1.875
Boundary52,DispatchCost,9,0,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50
Boundary52,Pvalue,10,0,0.1,0.0893,0.0469,0.0766,0.1,0.1,0.0777,0.0701,0.0474,0.0633,0.0331,0.0914
Boundary52,DailyOpRange,11,0,20.8,16.2,19.4,27.1,33.5,32,25.8,7.8,10.1,27.6,17.3,7
Boundary52,PLFAllocator,12,0,1,1,1,1,1,1,1,1,1,1,1,1
Boundary53,VOMCost,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Boundary53,FixedCost,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Boundary53,MinGen,3,0,30.6,27.5,28.5,39.9,73.4,80.7,38,27.5,27.5,40.6,27.5,27.5
Boundary53,MaxCap,4,0,158.43,158.43,158.43,158.43,158.43,158.43,158.43,158.43,158.43,158.43,158.43,158.43
Boundary53,MonthlyEnergy,5,0,37965.8,29184,35321.2,47862.9,91054.9,96792.2,47078.1,26215,26945.7,50341.7,32087.3,25588.1
Boundary53,KLoadFollowing,6,0,1.8485,1.91,1.3655,1.25,1.25,1.25,1.29,2.214,2.2645,1.2445,0.573,1.875
Boundary53,DispatchCost,9,0,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50
Boundary53,Pvalue,10,0,0.1,0.0893,0.0469,0.0766,0.1,0.1,0.0777,0.0701,0.0474,0.0633,0.0331,0.0914
Boundary53,DailyOpRange,11,0,20.4,15.9,19,26.6,32.8,31.4,25.3,7.7,9.9,27.1,17.1,6.9
Boundary53,PLFAllocator,12,0,1,1,1,1,1,1,1,1,1,1,1,1
Boundary54,VOMCost,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Boundary54,FixedCost,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Boundary54,MinGen,3,0,31.2,28.1,29,40.7,74.9,82.2,38.7,28.1,28.1,41.4,28.1,28.1
Boundary54,MaxCap,4,0,161.53,161.53,161.53,161.53,161.53,161.53,161.53,161.53,161.53,161.53,161.53,161.53
Boundary54,MonthlyEnergy,5,0,38708.6,29755.1,36012.3,48799.5,92836.6,98686.1,47999.3,26727.9,27473,51326.8,32715.1,26088.8
Boundary54,KLoadFollowing,6,0,1.8485,1.91,1.3655,1.25,1.25,1.25,1.29,2.214,2.2645,1.2445,0.573,1.875
Boundary54,DispatchCost,9,0,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50
Boundary54,Pvalue,10,0,0.1,0.0893,0.0469,0.0766,0.1,0.1,0.0777,0.0701,0.0474,0.0633,0.0331,0.0914
Boundary54,DailyOpRange,11,0,20.8,16.2,19.4,27.1,33.5,32,25.8,7.8,10.1,27.6,17.3,7
Boundary54,PLFAllocator,12,0,1,1,1,1,1,1,1,1,1,1,1,1
Boundary55,VOMCost,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Boundary55,FixedCost,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Boundary55,MinGen,3,0,38.7,34.7,36,50.4,92.7,101.8,47.9,34.7,34.7,51.3,34.7,34.7
Boundary55,MaxCap,4,0,200.04,200.04,200.04,200.04,200.04,200.04,200.04,200.04,200.04,200.04,200.04,200.04
Boundary55,MonthlyEnergy,5,0,47937.1,36848.9,44598,60433.6,114969.5,122213.7,59442.7,33100.1,34022.8,63563.5,40514.6,32308.6
Boundary55,KLoadFollowing,6,0,1.8485,1.91,1.3655,1.25,1.25,1.25,1.29,2.214,2.2645,1.2445,0.573,1.875
Boundary55,DispatchCost,9,0,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50
Boundary55,Pvalue,10,0,0.1,0.0893,0.0469,0.0766,0.1,0.1,0.0777,0.0701,0.0474,0.0633,0.0331,0.0914
Boundary55,DailyOpRange,11,0,25.7,20.1,23.9,33.5,41.5,39.6,32,9.8,12.6,34.1,21.6,8.7
Boundary55,PLFAllocator,12,0,1,1,1,1,1,1,1,1,1,1,1,1
Boundary56,VOMCost,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Boundary56,FixedCost,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Boundary56,MinGen,3,0,38.7,34.7,36,50.4,92.7,101.8,47.9,34.7,34.7,51.3,34.7,34.7
Boundary56,MaxCap,4,0,200.04,200.04,200.04,200.04,200.04,200.04,200.04,200.04,200.04,200.04,200.04,200.04
Boundary56,MonthlyEnergy,5,0,47937.1,36848.9,44598,60433.6,114969.5,122213.7,59442.7,33100.1,34022.8,63563.5,40514.6,32308.6
Boundary56,KLoadFollowing,6,0,1.8485,1.91,1.3655,1.25,1.25,1.25,1.29,2.214,2.2645,1.2445,0.573,1.875
Boundary56,DispatchCost,9,0,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50
Boundary56,Pvalue,10,0,0.1,0.0893,0.0469,0.0766,0.1,0.1,0.0777,0.0701,0.0474,0.0633,0.0331,0.0914
Boundary56,DailyOpRange,11,0,25.7,20.1,23.9,33.5,41.5,39.6,32,9.8,12.6,34.1,21.6,8.7
Boundary56,PLFAllocator,12,0,1,1,1,1,1,1,1,1,1,1,1,1
BoxCanyonAVA2,VOMCost,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BoxCanyonAVA2,FixedCost,2,0,0,0,0,0,0,0,0,0,0,0,0,0
BoxCanyonAVA2,MinGen,3,0,9.4,7.1,6.8,9.6,10.9,12.5,8.3,6.4,6.4,6.4,6.9,7.9
BoxCanyonAVA2,MaxCap,4,0,27,27,27,27,27,27,27,27,27,27,27,27
BoxCanyonAVA2,MonthlyEnergy,5,0,11705.8,7953.2,8405.6,11505.7,13575.9,15058.1,10242.5,7231.6,5803.5,6877.4,8329.6,9831.5
BoxCanyonAVA2,KLoadFollowing,6,0,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
BoxCanyonAVA2,DispatchCost,9,0,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50
BoxCanyonAVA2,Pvalue,10,0,0,0,0,0,0,0,0,0,0,0,0,0
BoxCanyonAVA2,DailyOpRange,11,0,6.2,4.7,4.5,6.2,5.9,5.6,5.5,3.3,1.7,2.8,4.7,5.3
BoxCanyonAVA2,PLFAllocator,12,0,1,1,1,1,1,1,1,1,1,1,1,1
BoxCanyonAVA3,VOMCost,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BoxCanyonAVA3,FixedCost,2,0,0,0,0,0,0,0,0,0,0,0,0,0
BoxCanyonAVA3,MinGen,3,0,9.4,7.1,6.8,9.6,10.9,12.5,8.3,6.4,6.4,6.4,6.9,7.9
BoxCanyonAVA3,MaxCap,4,0,27,27,27,27,27,27,27,27,27,27,27,27
BoxCanyonAVA3,MonthlyEnergy,5,0,11705.8,7953.2,8405.6,11505.7,13575.9,15058.1,10242.5,7231.6,5803.5,6877.4,8329.6,9831.5
BoxCanyonAVA3,KLoadFollowing,6,0,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
BoxCanyonAVA3,DispatchCost,9,0,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50
BoxCanyonAVA3,Pvalue,10,0,0,0,0,0,0,0,0,0,0,0,0,0
BoxCanyonAVA3,DailyOpRange,11,0,6.2,4.7,4.5,6.2,5.9,5.6,5.5,3.3,1.7,2.8,4.7,5.3
BoxCanyonAVA3,PLFAllocator,12,0,1,1,1,1,1,1,1,1,1,1,1,1
BoxCanyonAVA4,VOMCost,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BoxCanyonAVA4,FixedCost,2,0,0,0,0,0,0,0,0,0,0,0,0,0
BoxCanyonAVA4,MinGen,3,0,9.7,7.3,6.9,9.8,11.2,12.8,8.4,6,5.6,5.7,7.1,8.1
BoxCanyonAVA4,MaxCap,4,0,20.7,20.7,20.7,20.7,20.7,20.7,20.7,20.7,20.7,20.7,20.7,20.7
BoxCanyonAVA4,MonthlyEnergy,5,0,8974.5,6097.4,6444.3,8821,10408.2,11544.6,7852.6,5544.2,4449.4,5272.7,6386.1,7537.5
BoxCanyonAVA4,KLoadFollowing,6,0,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
BoxCanyonAVA4,DispatchCost,9,0,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50
BoxCanyonAVA4,Pvalue,10,0,0,0,0,0,0,0,0,0,0,0,0,0
BoxCanyonAVA4,DailyOpRange,11,0,1.2,0.9,0.9,1.2,1.4,1.6,1.1,0.7,0.3,0.7,0.9,1
BoxCanyonAVA4,PLFAllocator,12,0,1,1,1,1,1,1,1,1,1,1,1,1
BoxCanyonID,VOMCost,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BoxCanyonID,FixedCost,2,0,0,0,0,0,0,0,0,0,0,0,0,0
BoxCanyonID,MinGen,3,0,0,0,0,0,0,0,0,0,0,0,0,0
BoxCanyonID,MaxCap,4,0,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56
BoxCanyonID,MonthlyEnergy,5,0,0,0,0,0,0,0,0,0,0,0,0,0
BoxCanyonID,KLoadFollowing,6,0,0,0,0,0,0,0,0,0,0,0,0,0
BoxCanyonID,DispatchCost,9,0,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50
BoxCanyonID,DailyOpRange,11,0,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56
BoxCanyonID,PLFAllocator,12,0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
BrazeauHydro2,VOMCost,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BrazeauHydro2,FixedCost,2,0,0,0,0,0,0,0,0,0,0,0,0,0
BrazeauHydro2,MinGen,3,0,0,0,0,0,0,0,0,0,0,0,0,0
BrazeauHydro2,MaxCap,4,0,200,200,200,200,200,200,200,200,200,200,200,200
BrazeauHydro2,MonthlyEnergy,5,0,16611,14534,12802,12486,22241,74824,48834,24496,39897,21440,12902,13879
BrazeauHydro2,KLoadFollowing,6,0,5.124906,5.610832,5.152708,4.585739,4.584029,3.109137,3.560547,4.475194,3.311952,3.565409,4.359519,4.359034
BrazeauHydro2,DispatchCost,9,0,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50
BrazeauHydro2,Pvalue,10,0,0.0446,0.0436,0.0274,0.0244,0.0477,0.1,0.1,0.0506,0.066,0.0319,0.0323,0.0339
BrazeauHydro2,DailyOpRange,11,0,200,200,200,200,200,200,200,200,200,200,200,200
BrazeauHydro2,PLFAllocator,12,0,1,1,1,1,1,1,1,1,1,1,1,1
Brownlee2,VOMCost,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Brownlee2,FixedCost,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Brownlee2,MinGen,3,0,7.941852,6.294995,7.264639,11.82043,12.14365,14.26763,11.14322,6.264213,6.895251,6.279603,5.84865,6.418124
Brownlee2,MaxCap,4,0,114.5104,114.5104,114.5104,114.5104,114.5104,114.5104,114.5104,114.5104,114.5104,114.5104,114.5104,114.5104
Brownlee2,MonthlyEnergy,5,0,29550.31,21180.73,27049.24,42599.57,45219,51399.32,41509.57,23359.97,24873.7,23377.67,16872.43,23888.35
Brownlee2,KLoadFollowing,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Brownlee2,DispatchCost,9,0,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50
Brownlee2,Pvalue,10,0,0,0,0,0,0,0,0,0,0,0,0,0
Brownlee2,DailyOpRange,11,0,55.60835,44.14192,50.91404,82.85075,85.11326,91.60834,78.14105,43.98801,48.38989,44.0034,30.76698,44.95765
Brownlee2,PLFAllocator,12,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Brownlee3,VOMCost,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Brownlee3,FixedCost,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Brownlee3,MinGen,3,0,7.941852,6.294995,7.264639,11.82043,12.14365,14.26763,11.14322,6.264213,6.895251,6.279603,5.84865,6.418124
