Generator Name,DataTypeName,DatatypeID,Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
Bucks_Creek_H1,FixedCost,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Bucks_Creek_H1,MinGen,3,0,0.095,0.19,1.955,1.46,2.93,0.24,0.25,0.255,0.235,1.545,0.075,0.195
Bucks_Creek_H1,MaxCap,4,0,32.5,32.5,32.5,32.5,32.5,32.5,32.5,32.5,32.5,32.5,32.5,32.5
Bucks_Creek_H1,MonthlyEnergy,5,0,2606.68,4125.39,9197.855,5601.845,7399.445,2885.22,9556.805,11627.14,8345.76,10335.83,3889.89,1334.68
Bucks_Creek_H1,KLoadFollowing,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Bucks_Creek_H1,DispatchCost,9,0,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
Bucks_Creek_H1,Pvalue,10,0,0,0,0,0,0,0,0,0,0,0,0,0
Bucks_Creek_H1,DailyOpRange,11,0,11.385,10.455,3.605,7.005,4.285,8.045,22.9,27.605,21.935,12.815,6.18,3.675
Bucks_Creek_H1,PLFAllocator,12,0,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7
Bucks_Creek_H2,VOMCost,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Bucks_Creek_H2,FixedCost,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Bucks_Creek_H2,MinGen,3,0,0.095,0.19,1.955,1.46,2.93,0.24,0.25,0.255,0.235,1.545,0.075,0.195
Bucks_Creek_H2,MaxCap,4,0,32.5,32.5,32.5,32.5,32.5,32.5,32.5,32.5,32.5,32.5,32.5,32.5
Bucks_Creek_H2,MonthlyEnergy,5,0,2606.68,4125.39,9197.855,5601.845,7399.445,2885.22,9556.805,11627.14,8345.76,10335.83,3889.89,1334.68
Bucks_Creek_H2,KLoadFollowing,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Bucks_Creek_H2,DispatchCost,9,0,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
Bucks_Creek_H2,Pvalue,10,0,0,0,0,0,0,0,0,0,0,0,0,0
Bucks_Creek_H2,DailyOpRange,11,0,11.385,10.455,3.605,7.005,4.285,8.045,22.9,27.605,21.935,12.815,6.18,3.675
Bucks_Creek_H2,PLFAllocator,12,0,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7
Kilarc_2,VOMCost,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Kilarc_2,FixedCost,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Kilarc_2,MinGen,3,0,0.28,0.27,0.375,0.38,0.34,0.34,0.23,0.15,0.145,0.19,0.19,0.18
Kilarc_2,MaxCap,4,0,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Kilarc_2,MonthlyEnergy,5,0,272.05,299.01,445.215,366.795,401.43,360.485,232.995,142.62,151.435,198.88,186.555,204.56
Kilarc_2,KLoadFollowing,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Kilarc_2,DispatchCost,9,0,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
Kilarc_2,Pvalue,10,0,0,0,0,0,0,0,0,0,0,0,0,0
Kilarc_2,DailyOpRange,11,0,0.07,0.075,0.05,0.05,0.05,0.06,0.055,0.045,0.03,0.045,0.04,0.075
Kilarc_2,PLFAllocator,12,0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
Sly_Creek_1,VOMCost,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Sly_Creek_1,FixedCost,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Sly_Creek_1,MinGen,3,0,0,0,0.48,1.04,0.06,0.02,0,0.38,0,0,0.28,0
Sly_Creek_1,MaxCap,4,0,13,13,13,13,13,13,13,13,13,13,13,13
Sly_Creek_1,MonthlyEnergy,5,0,1283.92,1659.14,5157,7944.07,6665.4,2763.34,4220.16,4446.08,3071.34,3566.1,5608.98,4018.71
Sly_Creek_1,KLoadFollowing,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Sly_Creek_1,DispatchCost,9,0,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
Sly_Creek_1,Pvalue,10,0,0,0,0,0,0,0,0,0,0,0,0,0
Sly_Creek_1,DailyOpRange,11,0,10.32,8.62,4.74,4.61,6.14,11.08,11.28,11.23,10.53,7.41,10.85,10.26
Sly_Creek_1,PLFAllocator,12,0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
Kelly_Ridge_1,VOMCost,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Kelly_Ridge_1,FixedCost,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Kelly_Ridge_1,MinGen,3,0,0,0,0.4,0.88,0.05,0.02,0,0.32,0,0,0.24,0
Kelly_Ridge_1,MaxCap,4,0,11,11,11,11,11,11,11,11,11,11,11,11
Kelly_Ridge_1,MonthlyEnergy,5,0,1086.4,1403.89,4363.62,6721.9,5639.96,2338.21,3570.9,3762.06,2598.83,3017.47,4746.06,3400.45
Kelly_Ridge_1,KLoadFollowing,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Kelly_Ridge_1,DispatchCost,9,0,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
Kelly_Ridge_1,Pvalue,10,0,0,0,0,0,0,0,0,0,0,0,0,0
Kelly_Ridge_1,DailyOpRange,11,0,8.73,7.3,4.01,3.9,5.19,9.38,9.54,9.5,8.91,6.27,9.18,8.68
Kelly_Ridge_1,PLFAllocator,12,0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
Toadtown_1,VOMCost,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Toadtown_1,FixedCost,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Toadtown_1,MinGen,3,0,0.15,0.01,0.01,0.48,0.48,0.42,0.29,0.31,0.14,0.13,0.14,0.01
Toadtown_1,MaxCap,4,0,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
Toadtown_1,MonthlyEnergy,5,0,294.93,282.23,714.14,544.73,621.27,446.46,284.24,245.15,186.52,152.67,149.06,245.84
Toadtown_1,KLoadFollowing,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Toadtown_1,DispatchCost,9,0,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
Toadtown_1,Pvalue,10,0,0,0,0,0,0,0,0,0,0,0,0,0
Toadtown_1,DailyOpRange,11,0,0.1,0.09,0.1,0.08,0.09,0.07,0.07,0.02,0.02,0.05,0.06,0.09
Toadtown_1,PLFAllocator,12,0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
Centerville1,VOMCost,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Centerville1,FixedCost,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Centerville1,MinGen,3,0,0.5413729,0.0516,0.0344,1.753017,1.76161,1.54678,1.048373,1.125712,0.507,0.4812203,0.5241864,0.0344
Centerville1,MaxCap,4,0,5.499661,5.499661,5.499661,5.499661,5.499661,5.499661,5.499661,5.499661,5.499661,5.499661,5.499661,5.499661
Centerville1,MonthlyEnergy,5,0,1081.336,1034.778,2618.346,1997.228,2277.865,1636.922,1042.151,898.8337,683.8571,559.7452,546.5116,901.36
Centerville1,KLoadFollowing,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Centerville1,DispatchCost,9,0,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
Centerville1,Pvalue,10,0,0,0,0,0,0,0,0,0,0,0,0,0
Centerville1,DailyOpRange,11,0,0.3695085,0.3265424,0.352322,0.3007627,0.3265424,0.2577966,0.2577966,0.0602,0.0602,0.1976441,0.232017,0.3437288
Centerville1,PLFAllocator,12,0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
Centerville2,VOMCost,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Centerville2,FixedCost,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Centerville2,MinGen,3,0,0.0886,0.00844,0.00563,0.286983,0.2883898,0.2532203,0.1716271,0.1842881,0.083,0.0788,0.0858,0.00563
Centerville2,MaxCap,4,0,0.900339,0.900339,0.900339,0.900339,0.900339,0.900339,0.900339,0.900339,0.900339,0.900339,0.900339,0.900339
Centerville2,MonthlyEnergy,5,0,177.0235,169.4016,428.6443,326.9623,372.9049,267.9774,170.6086,147.1463,111.9529,91.63481,89.46838,147.5599
Centerville2,KLoadFollowing,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Centerville2,DispatchCost,9,0,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
Centerville2,Pvalue,10,0,0,0,0,0,0,0,0,0,0,0,0,0
Centerville2,DailyOpRange,11,0,0.0605,0.0535,0.0577,0.0492,0.0535,0.0422,0.0422,0.00985,0.00985,0.0324,0.038,0.0563
Centerville2,PLFAllocator,12,0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
BlackButte,VOMCost,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BlackButte,FixedCost,2,0,0,0,0,0,0,0,0,0,0,0,0,0
BlackButte,MinGen,3,0,0.01,0.01,0.01,0,0.53,0.01,0.52,0.01,0.01,0,0,0.01
BlackButte,MaxCap,4,0,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1
BlackButte,MonthlyEnergy,5,0,4.09,3.76,387.84,246.02,1385.96,642.53,649,539.5,339.15,88.04,37.21,6.84
BlackButte,KLoadFollowing,6,0,0,0,0,0,0,0,0,0,0,0,0,0
BlackButte,DispatchCost,9,0,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
BlackButte,Pvalue,10,0,0,0,0,0,0,0,0,0,0,0,0,0
BlackButte,DailyOpRange,11,0,0,0,0.37,0.18,0.33,0.23,0.19,0.22,0.14,0.09,0.08,0
BlackButte,PLFAllocator,12,0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
Hatchet_Creek,VOMCost,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Hatchet_Creek,FixedCost,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Hatchet_Creek,MinGen,3,0,0.02,0.08,2.65,0.29,0.08,0,0,0,0,0,0,0
Hatchet_Creek,MaxCap,4,0,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8
Hatchet_Creek,MonthlyEnergy,5,0,2846.98,2830.92,3939.16,3008.27,3157.75,2408.04,2065.55,2116.19,2055.99,2269.36,2310.57,2431.11
Hatchet_Creek,KLoadFollowing,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Hatchet_Creek,DispatchCost,9,0,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
Hatchet_Creek,Pvalue,10,0,0,0,0,0,0,0,0,0,0,0,0,0
Hatchet_Creek,DailyOpRange,11,0,4.72,3.6,0.64,4.41,3.38,4.9,6.04,5.03,5.7,5.37,6.31,6.24
Hatchet_Creek,PLFAllocator,12,0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
Bear_Creek,VOMCost,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Bear_Creek,FixedCost,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Bear_Creek,MinGen,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Bear_Creek,MaxCap,4,0,1.46,1.6,1.58,1.96,2.59,2.65,2.56,2.25,1.67,1.23,1.17,1.18
Bear_Creek,MonthlyEnergy,5,0,72,95,150,178,244,220,243,198,148,117,82,86
Bear_Creek,KLoadFollowing,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Bear_Creek,DispatchCost,9,0,0,0,0,0,0,0,0,0,0,0,0,0
Bear_Creek,Pvalue,10,0,0,0,0,0,0,0,0,0,0,0,0,0
Bear_Creek,DailyOpRange,11,0,1.46,1.6,1.58,1.96,2.59,2.65,2.56,2.25,1.67,1.23,1.17,1.18
Bear_Creek,PLFAllocator,12,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Cow_Creek_1,VOMCost,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Cow_Creek_1,FixedCost,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Cow_Creek_1,MinGen,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Cow_Creek_1,MaxCap,4,0,0.29,0.32,0.32,0.39,0.52,0.53,0.51,0.45,0.33,0.25,0.23,0.24
Cow_Creek_1,MonthlyEnergy,5,0,116.5,154,243,288.5,394,356.5,393.5,321,239,190,132.5,139
Cow_Creek_1,KLoadFollowing,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Cow_Creek_1,DispatchCost,9,0,0,0,0,0,0,0,0,0,0,0,0,0
Cow_Creek_1,Pvalue,10,0,0,0,0,0,0,0,0,0,0,0,0,0
Cow_Creek_1,DailyOpRange,11,0,0.29,0.32,0.32,0.39,0.52,0.53,0.51,0.45,0.33,0.25,0.23,0.24
Cow_Creek_1,PLFAllocator,12,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Cow_Creek_2,VOMCost,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Cow_Creek_2,FixedCost,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Cow_Creek_2,MinGen,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Cow_Creek_2,MaxCap,4,0,0.29,0.32,0.32,0.39,0.52,0.53,0.51,0.45,0.33,0.25,0.23,0.24
Cow_Creek_2,MonthlyEnergy,5,0,116.5,154,243,288.5,394,356.5,393.5,321,239,190,132.5,139
Cow_Creek_2,KLoadFollowing,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Cow_Creek_2,DispatchCost,9,0,0,0,0,0,0,0,0,0,0,0,0,0
Cow_Creek_2,Pvalue,10,0,0,0,0,0,0,0,0,0,0,0,0,0
Cow_Creek_2,DailyOpRange,11,0,0.29,0.32,0.32,0.39,0.52,0.53,0.51,0.45,0.33,0.25,0.23,0.24
Cow_Creek_2,PLFAllocator,12,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Deadwood_Creek,VOMCost,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Deadwood_Creek,FixedCost,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Deadwood_Creek,MinGen,3,0,0,0,0.07,0.16,0.01,0,0,0.06,0,0,0.04,0
Deadwood_Creek,MaxCap,4,0,2,2,2,2,2,2,2,2,2,2,2,2
Deadwood_Creek,MonthlyEnergy,5,0,192.59,248.87,773.55,1191.61,999.81,414.5,633.02,666.91,460.7,534.91,841.35,602.81
Deadwood_Creek,KLoadFollowing,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Deadwood_Creek,DispatchCost,9,0,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
Deadwood_Creek,Pvalue,10,0,0,0,0,0,0,0,0,0,0,0,0,0
Deadwood_Creek,DailyOpRange,11,0,1.55,1.29,0.71,0.69,0.92,1.66,1.69,1.68,1.58,1.11,1.63,1.54
Deadwood_Creek,PLFAllocator,12,0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
HatCreekSmlAgg1,VOMCost,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HatCreekSmlAgg1,FixedCost,2,0,0,0,0,0,0,0,0,0,0,0,0,0
HatCreekSmlAgg1,MinGen,3,0,0,0,0,0,0,0,0,0,0,0,0,0
HatCreekSmlAgg1,MaxCap,4,0,0.7,0.72,0.75,1.13,1.6,1.71,1.39,1.13,0.71,0.63,0.83,1.07
HatCreekSmlAgg1,MonthlyEnergy,5,0,424,393,437,498,796,564,471,404,327,346,388,436
HatCreekSmlAgg1,KLoadFollowing,6,0,0,0,0,0,0,0,0,0,0,0,0,0
HatCreekSmlAgg1,DispatchCost,9,0,0,0,0,0,0,0,0,0,0,0,0,0
HatCreekSmlAgg1,DailyOpRange,11,0,0.7,0.72,0.75,1.13,1.6,1.71,1.39,1.13,0.71,0.63,0.83,1.07
HatCreekSmlAgg1,PLFAllocator,12,0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
HatCreekSmlAgg2,VOMCost,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HatCreekSmlAgg2,FixedCost,2,0,0,0,0,0,0,0,0,0,0,0,0,0
HatCreekSmlAgg2,MinGen,3,0,0,0,0,0,0,0,0,0,0,0,0,0
HatCreekSmlAgg2,MaxCap,4,0,0.49,0.5,0.52,0.79,1.12,1.2,0.97,0.79,0.5,0.44,0.58,0.75
HatCreekSmlAgg2,MonthlyEnergy,5,0,296,275,306,349,557,395,330,283,229,242,271,305
HatCreekSmlAgg2,KLoadFollowing,6,0,0,0,0,0,0,0,0,0,0,0,0,0
HatCreekSmlAgg2,DispatchCost,9,0,0,0,0,0,0,0,0,0,0,0,0,0
HatCreekSmlAgg2,DailyOpRange,11,0,0.49,0.5,0.52,0.79,1.12,1.2,0.97,0.79,0.5,0.44,0.58,0.75
HatCreekSmlAgg2,PLFAllocator,12,0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
HatCreekSmlAgg3,VOMCost,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HatCreekSmlAgg3,FixedCost,2,0,0,0,0,0,0,0,0,0,0,0,0,0
HatCreekSmlAgg3,MinGen,3,0,0,0,0,0,0,0,0,0,0,0,0,0
HatCreekSmlAgg3,MaxCap,4,0,0.17,0.18,0.19,0.28,0.4,0.43,0.35,0.28,0.18,0.16,0.21,0.27
HatCreekSmlAgg3,MonthlyEnergy,5,0,106,98,109,124,199,141,118,101,82,86,97,109
HatCreekSmlAgg3,KLoadFollowing,6,0,0,0,0,0,0,0,0,0,0,0,0,0
HatCreekSmlAgg3,DispatchCost,9,0,0,0,0,0,0,0,0,0,0,0,0,0
HatCreekSmlAgg3,DailyOpRange,11,0,0.17,0.18,0.19,0.28,0.4,0.43,0.35,0.28,0.18,0.16,0.21,0.27
HatCreekSmlAgg3,PLFAllocator,12,0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
Forks_Butte1,VOMCost,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Forks_Butte1,FixedCost,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Forks_Butte1,MinGen,3,0,1.247,0.1133636,0.0872,4.037489,4.04621,3.566594,2.406797,2.598643,1.159797,1.107476,1.203399,0.0785
Forks_Butte1,MaxCap,4,0,12.64441,12.64441,12.64441,12.64441,12.64441,12.64441,12.64441,12.64441,12.64441,12.64441,12.64441,12.64441
Forks_Butte1,MonthlyEnergy,5,0,2486.125,2379.093,6019.897,4591.881,5237.086,3763.498,2396.045,2066.541,1572.275,1286.921,1256.505,2072.34
Forks_Butte1,KLoadFollowing,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Forks_Butte1,DispatchCost,9,0,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
Forks_Butte1,Pvalue,10,0,0,0,0,0,0,0,0,0,0,0,0,0
Forks_Butte1,DailyOpRange,11,0,0.8545874,0.749944,0.8022658,0.6976224,0.749944,0.5842587,0.592979,0.1482448,0.1482448,0.4621748,0.5319371,0.7848251
Forks_Butte1,PLFAllocator,12,0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
Forks_Butte2,VOMCost,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Forks_Butte2,FixedCost,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Forks_Butte2,MinGen,3,0,0.183,0.0166,0.0127972,0.5925105,0.5937902,0.5234056,0.3532028,0.3813567,0.1702028,0.1625245,0.1766014,0.0115
Forks_Butte2,MaxCap,4,0,1.855594,1.855594,1.855594,1.855594,1.855594,1.855594,1.855594,1.855594,1.855594,1.855594,1.855594,1.855594
Forks_Butte2,MonthlyEnergy,5,0,364.8444,349.1371,883.4332,673.8687,768.554,552.3017,351.6249,303.2694,230.7348,188.8586,184.3949,304.1204
Forks_Butte2,KLoadFollowing,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Forks_Butte2,DispatchCost,9,0,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
Forks_Butte2,Pvalue,10,0,0,0,0,0,0,0,0,0,0,0,0,0
Forks_Butte2,DailyOpRange,11,0,0.1254126,0.1100559,0.1177343,0.1023776,0.1100559,0.0857,0.087,0.0218,0.0218,0.0678,0.0781,0.1151748
Forks_Butte2,PLFAllocator,12,0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
Caribou_2_5,VOMCost,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Caribou_2_5,FixedCost,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Caribou_2_5,MinGen,3,0,0.1709836,0.3419672,3.522262,2.633147,5.280951,0.4347869,0.4494426,0.4592131,0.4201311,2.78459,0.1367869,0.3517377
Caribou_2_5,MaxCap,4,0,58.62295,58.62295,58.62295,58.62295,58.62295,58.62295,58.62295,58.62295,58.62295,58.62295,58.62295,58.62295
Caribou_2_5,MonthlyEnergy,5,0,4701.888,7441.304,16590.94,10104.52,13347,5204.306,17238.41,20972.84,15053.94,18643.59,7016.513,2407.469
Caribou_2_5,KLoadFollowing,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Caribou_2_5,DispatchCost,9,0,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
Caribou_2_5,Pvalue,10,0,0,0,0,0,0,0,0,0,0,0,0,0
Caribou_2_5,DailyOpRange,11,0,20.53757,18.85705,6.507147,12.63813,7.728459,14.51407,41.30964,49.79042,39.57049,23.11698,11.14813,6.629279
Caribou_2_5,PLFAllocator,12,0,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7
De_Sabla_1,VOMCost,1,0,0,0,0,0,0,0,0,0,0,0,0,0
De_Sabla_1,FixedCost,2,0,0,0,0,0,0,0,0,0,0,0,0,0
De_Sabla_1,MinGen,3,0,1.83,0.17,0.12,5.91,5.92,5.21,3.52,3.8,1.69,1.62,1.76,0.12
De_Sabla_1,MaxCap,4,0,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5
De_Sabla_1,MonthlyEnergy,5,0,3637.45,3480.84,8807.7,6718.37,7662.37,5506.36,3505.65,3023.55,2300.39,1882.9,1838.38,3032.04
De_Sabla_1,KLoadFollowing,6,0,0,0,0,0,0,0,0,0,0,0,0,0
De_Sabla_1,DispatchCost,9,0,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
De_Sabla_1,Pvalue,10,0,0,0,0,0,0,0,0,0,0,0,0,0
De_Sabla_1,DailyOpRange,11,0,1.24,1.09,1.17,1.01,1.1,0.85,0.87,0.21,0.21,0.67,0.78,1.15
De_Sabla_1,PLFAllocator,12,0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
HatCreek1,VOMCost,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HatCreek1,FixedCost,2,0,0,0,0,0,0,0,0,0,0,0,0,0
HatCreek1,MinGen,3,0,1.72,2.01,1,2.03,0.73,0.67,0.73,0.7,1.76,1.74,0.9,2.14
HatCreek1,MaxCap,4,0,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5
HatCreek1,MonthlyEnergy,5,0,2626.37,2686.8,3912.35,2428.87,2673.96,1840.14,1617.08,1586.97,1488.46,1713.74,2119.54,2282.44
HatCreek1,KLoadFollowing,6,0,0,0,0,0,0,0,0,0,0,0,0,0
HatCreek1,DispatchCost,9,0,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
HatCreek1,Pvalue,10,0,0,0,0,0,0,0,0,0,0,0,0,0
HatCreek1,DailyOpRange,11,0,2.8,2.86,2.37,2.42,3.37,2.19,0.72,0.56,0.2,0.92,1.68,2.02
HatCreek1,PLFAllocator,12,0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
HatCreek2,VOMCost,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HatCreek2,FixedCost,2,0,0,0,0,0,0,0,0,0,0,0,0,0
HatCreek2,MinGen,3,0,1.72,2.01,1,2.03,0.73,0.67,0.73,0.7,1.76,1.74,0.9,2.14
HatCreek2,MaxCap,4,0,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5
HatCreek2,MonthlyEnergy,5,0,2626.37,2686.8,3912.35,2428.87,2673.96,1840.14,1617.08,1586.97,1488.46,1713.74,2119.54,2282.44
HatCreek2,KLoadFollowing,6,0,0,0,0,0,0,0,0,0,0,0,0,0
HatCreek2,DispatchCost,9,0,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
HatCreek2,Pvalue,10,0,0,0,0,0,0,0,0,0,0,0,0,0
HatCreek2,DailyOpRange,11,0,2.8,2.86,2.37,2.42,3.37,2.19,0.72,0.56,0.2,0.92,1.68,2.02
HatCreek2,PLFAllocator,12,0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
Colgate_1,VOMCost,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Colgate_1,FixedCost,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Colgate_1,MinGen,3,0,4.695,4.475,4.57,12.88,28.945,17.33,23.415,5.655,4.61,4.57,4.205,4.14
Colgate_1,MaxCap,4,0,157.5,157.5,157.5,157.5,157.5,157.5,157.5,157.5,157.5,157.5,157.5,157.5
Colgate_1,MonthlyEnergy,5,0,16295.75,12223.58,11905.99,45850.05,82175.11,66217.95,68224.99,62243.72,24121.82,21508.26,23522.32,17651.89
Colgate_1,KLoadFollowing,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Colgate_1,DispatchCost,9,0,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
Colgate_1,Pvalue,10,0,0,0,0,0,0,0,0,0,0,0,0,0
Colgate_1,DailyOpRange,11,0,31.355,25.865,18.4,52.87,63.205,111.715,117.69,109.215,63.195,6.29,12.53,32.79
Colgate_1,PLFAllocator,12,0,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7
Colgate_2,VOMCost,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Colgate_2,FixedCost,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Colgate_2,MinGen,3,0,4.695,4.475,4.57,12.88,28.945,17.33,23.415,5.655,4.61,4.57,4.205,4.14
Colgate_2,MaxCap,4,0,157.5,157.5,157.5,157.5,157.5,157.5,157.5,157.5,157.5,157.5,157.5,157.5
Colgate_2,MonthlyEnergy,5,0,16295.75,12223.58,11905.99,45850.05,82175.11,66217.95,68224.99,62243.72,24121.82,21508.26,23522.32,17651.89
Colgate_2,KLoadFollowing,6,0,0,0,0,0,0,0,0,0,0,0,0,0
